Systematic Name,mRNA Half-life
YKR095W,26.36468722
YIL026C,26.37327069
YMR276W,26.37657068
YER009W,26.43661185
YJR008W,26.45712826
YDR261C,26.57692083
YDL081C,26.71842411
YLR061W,26.7692499
YJR117W,26.89089767
YIL115C,26.91800679
YFR032C-A,26.93195284
YPL184C,26.95485015
YML126C,26.96168066
YDR204W,27.00939775
YGL247W,27.01754055
YDR318W,27.02872685
YDL130W-A,27.06035778
YER117W,27.17435997
YFR019W,27.27817461
YLR386W,27.28579367
YOR052C,27.29082898
YDR244W,27.32655117
YIL051C,27.32801628
YJL156C,27.34746932
YER119C,27.38742547
YAL008W,27.46270088
YKL096W-A,27.48566611
YPL037C,27.5043897
YMR165C,27.56135801
YOL120C,27.59451637
YDR037W,27.63063233
YER163C,27.70763645
YNR050C,27.71063422
YOR076C,27.71831478
YJL076W,27.73133373
YIL043C,27.75504549
YPL113C,27.75827996
YHR190W,27.84461317
YOR112W,27.84545023
YGL008C,27.85455655
YEL022W,27.95461612
YAL044C,27.97051215
YDL238C,27.98776188
YMR180C,28.08752232
YMR099C,28.23352609
YLR284C,28.25618151
YNL322C,28.26795594
YAL016W,28.33310493
YOR298C-A,28.36990079
YDL084W,28.37105598
YAL030W,28.48294651
YLR029C,28.48830702
YGR270W,28.49220074
YGR221C,28.51120416
YJL174W,28.51977435
YLR287C-A,28.56347885
YJR137C,28.56916256
YOR109W,28.57543524
YNR016C,28.62851453
YJR145C,28.62867137
YKL148C,28.63754913
YLR075W,28.65110375
YIL116W,28.65416187
YOL055C,28.66624013
YBL092W,28.71682538
YGR214W,28.76895469
YNL130C,28.80490795
YMR230W,28.82236662
YIR031C,28.84583674
YNL116W,28.91055578
YCR067C,28.93324513
YLR174W,28.96207653
YGL076C,29.06573798
YGR032W,29.09729091
YNL250W,29.10952636
YGR185C,29.12154797
YNL302C,29.18700811
YDR500C,29.22366277
YCL057W,29.2341388
YDR069C,29.28589681
YER090W,29.29399393
YDR064W,29.32695934
YDR450W,29.37076183
YDR099W,29.39550338
YLR432W,29.61451974
YER101C,29.61714264
YCR092C,29.71915287
YDL058W,29.74152629
YAR027W,29.79797343
YBR109C,29.80210049
YLR305C,29.91927323
YOR253W,29.93759923
YOL152W,29.96171491
YIL125W,29.97128615
YBR286W,29.97273535
YOR361C,30.04992334
YER074W,30.05480498
YBL087C,30.07373702
YLL049W,30.10977454
YLR080W,30.13423796
YLR189C,30.23497252
YML024W,30.25168909
YDR002W,30.40714776
YDR172W,30.49648224
YDL102W,30.51200091
YPR181C,30.53185521
YML010W,30.62427837
YJL200C,30.64532254
YJR009C,30.64638567
YBR084C-A,30.82538066
YNL079C,30.83914325
YBR136W,30.92364838
YKL197C,30.94649574
YJR125C,31.00600605
YKL024C,31.06552156
YOR019W,31.10749644
YOR003W,31.15030939
YJL177W,31.1769138
YJL130C,31.20708578
YBR079C,31.33993297
YNR035C,31.3407707
YGL191W,31.48748189
YGR287C,31.51464453
YPL019C,31.51609072
YMR247C,31.61535805
YOR335C,31.63884547
YKL184W,31.64429426
YHR021C,31.64488255
YPL220W,31.69850812
YIL109C,31.73930628
YEL021W,31.80163238
YDR255C,31.80448994
YDR483W,31.97927731
YGR061C,32.03799234
YGR268C,32.05090875
YJR109C,32.09569249
YOL026C,32.1011761
YIL041W,32.21658245
YNL134C,32.21843674
YOL086C,32.23040441
YBL007C,32.25109811
YKR049C,32.27479264
YDR534C,32.31323237
YPR189W,32.32700529
YBR025C,32.35579812
YER008C,32.38603428
YIL121W,32.41327191
YLR447C,32.45096858
YLR148W,32.47962211
YOR217W,32.53024698
YJL005W,32.67451895
YBR078W,32.77956404
YKR046C,32.79539006
YPR002W,32.83064716
YGL197W,33.00467184
YIL078W,33.08842596
YOR349W,33.26058693
YHR155W,33.33421066
YPR159W,33.35023505
YBR121C,33.45102991
YMR215W,33.46348419
YBR046C,33.52562885
YMR217W,33.604629
YDR293C,33.66561289
YPL091W,33.71108878
YGL196W,33.75284958
YBR115C,33.75825931
YKL182W,33.78164354
YPL085W,33.85239438
YMR229C,33.88601317
YPR073C,33.96639183
YEL055C,34.03677577
YGL174W,34.07589053
YER139C,34.11562282
YPR032W,34.15450274
YDR043C,34.17997189
YDL024C,34.33433582
YOR096W,34.36063919
YOR168W,34.46842549
YPR033C,34.55846161
YKL150W,34.68370808
YBR084W,34.70722699
YGR266W,34.77255655
YBL099W,34.82628959
YNR001C,34.840982
YHR082C,34.85206734
YML008C,34.85639384
YCR011C,34.91616879
YOL057W,35.01150221
YLR335W,35.03114047
YGR094W,35.1038566
YJL136C,35.1279707
YGR264C,35.16245418
YNL209W,35.16775881
YMR298W,35.24580071
YLR384C,35.37375641
YPL084W,35.38840051
YPR122W,35.53236612
YPL061W,35.6497131
YLR260W,35.67753937
YOL127W,35.87038234
YKR071C,36.11310115
YER136W,36.19332062
YIL013C,36.19359953
YKL142W,36.30737331
YCR032W,36.3928919
YJR096W,36.56105897
YER004W,36.6168213
YGR282C,36.62606061
YOR040W,36.75173016
YHR216W,36.7740284
YOR167C,36.78585586
YLR301W,36.80198167
YER057C,36.8997355
YLL021W,36.94542849
YBL001C,37.00891257
YPL226W,37.1148591
YER080W,37.14945986
YNL297C,37.29861174
YNL279W,37.31041297
YJR105W,37.3190141
YFL038C,37.52931865
YDR122W,37.55694965
YGL105W,37.63886079
YNL243W,37.76597729
YLL005C,37.84761972
YJR025C,37.94377763
YOR198C,38.022727
YLR185W,38.0734312
YPL195W,38.24393734
YOR176W,38.39159937
YGR116W,38.43123532
YBR049C,38.46392252
YPR115W,38.47211295
YOR290C,38.52010659
YBR212W,38.53186768
YDR425W,38.56876699
YNL305C,38.58261713
YML085C,38.93629262
YHR016C,38.99687239
YFR010W,39.27977562
YCL009C,39.32667091
YCR053W,39.34179294
YNL016W,39.34884282
YDR150W,39.40597948
YNL012W,39.45627446
YJL207C,39.46812263
YJR092W,39.49977306
YER155C,39.5682184
YER110C,39.71294242
YKR102W,39.73888705
YCR020C-A,40.00819925
YJR090C,40.01168812
YBR001C,40.07482829
YIL107C,40.13131916
YDR432W,40.19772584
YBR208C,40.25092254
YDR304C,40.54396981
YDR127W,40.59284142
YGR204W,40.70511495
YKR098C,40.73462361
YCL028W,40.73945924
YDR028C,40.77436505
YPL225W,40.84139164
YDL193W,40.95232949
YPL248C,40.96148591
YHR106W,40.9930512
YML059C,41.10428561
YMR076C,41.15376901
YLR166C,41.25937518
YMR116C,41.28816239
YFR030W,41.48051785
YML035C,41.50168443
YNL088W,41.51667928
YKR066C,41.6178982
YER165W,41.72357628
YKL129C,41.88273471
YML103C,41.99771337
YJR085C,42.04987603
YDR158W,42.09803015
YOR153W,42.3709883
YNL208W,42.49612466
YHR199C,42.55045662
YKL152C,42.60501022
YLR389C,42.8962924
YGR254W,43.03040185
YGL222C,43.10438277
YAL003W,43.42535738
YLR150W,43.50122497
YPL260W,43.65577869
YGR271W,43.68452605
YIR037W,44.01411145
YDR128W,44.07371158
YKR048C,44.12716414
YBR056W,44.26498416
YPL016W,44.35276225
YJL121C,44.43899531
YLL050C,44.44122862
YDR388W,44.55714485
YKL112W,44.7124545
YPR098C,44.74239224
YDR427W,44.76643447
YLR133W,44.88076947
YLR348C,45.00494985
YMR219W,45.30629048
YKR018C,45.36427893
YLR340W,45.42614007
YDL190C,45.72166141
YGL009C,45.76646599
YGL062W,46.11763456
YKL188C,46.19088677
YHR019C,46.37080936
YBL076C,46.39213639
YJL103C,46.4681299
YCR093W,46.72661943
YDR141C,46.90865841
YDL215C,46.99556439
YBR221C,47.01934361
YLR438W,47.3257674
YML028W,47.56959248
YPL160W,47.96493056
YJL167W,48.13448698
YNL247W,48.20601792
YDL140C,48.85995212
YFR044C,48.97353933
YFL037W,48.98922438
YPL110C,49.03176157
YEL013W,49.15943004
YML117W,49.65800206
YDL160C,49.72781001
YGL234W,49.93640409
YOR326W,50.15098991
YMR012W,50.36980197
YFR009W,50.4374199
YER164W,50.51657418
YPR028W,50.53605914
YDR453C,50.58994659
YMR246W,51.17960476
YGL178W,51.35623202
YDR395W,51.52316118
YDR430C,51.52514234
YDL229W,51.60229281
YPR074C,51.60287777
YGL249W,51.91585135
YBR140C,51.99156857
YOR383C,52.2158702
YNL123W,52.23125
YCR004C,52.27009562
YOR306C,52.36131623
YIL017C,52.36218437
YHR075C,52.66765288
YER081W,52.81224012
YDR228C,52.92691546
YJR148W,52.97992482
YGR244C,53.14841826
YDR170C,53.36118762
YDR168W,53.72122993
YMR297W,53.92508817
YHR043C,53.94725097
YDL239C,53.96129669
YMR205C,53.96873801
YPR042C,54.03188733
YBL022C,54.215106
YBR263W,54.25389772
YNL138W,55.5866534
YAL012W,55.85211941
YMR154C,56.26604725
YGR285C,56.35953178
YFL039C,56.37849009
YGL245W,56.70601685
YER105C,56.79057565
YIL066C,57.09466258
YER023W,57.55856134
YDR341C,57.58002261
YLR309C,57.91167823
YDR368W,57.92021347
YJR139C,58.00646947
YJR091C,58.15053294
YDR454C,58.4322251
YOL123W,58.63334838
YNL189W,58.91120968
YCL035C,58.93081121
YDL066W,59.15289271
YBR170C,59.35099917
YBR234C,59.51176951
YER003C,59.7050583
YFR016C,59.72316782
YPL048W,59.89614885
