Systematic Name,Protein Half-life
YFR021W,9.99325
YHL010C,9.994092
YER023W,9.996749
YGR158C,9.999802
YDR188W,9.999937
YLR147C,9.999939
YJR065C,10.00107
YBR087W,10.00711
YJL140W,10.00759
YLR268W,10.01026
YGL221C,10.01223
YCR093W,10.01531
YLR143W,10.01816
YBR211C,10.01904
YIL041W,10.02141
YLR447C,10.02142
YMR039C,10.02156
YDR108W,10.02388
YBR162W-A,10.025
YML008C,10.02597
YDR495C,10.02757
YBL105C,10.03047
YHR039C,10.03401
YHR201C,10.04202
YNR049C,10.0425
YDR264C,10.04262
YOL076W,10.04295
YGR194C,10.04883
Q0250,10.05115
YHR193C,10.05573
YDL055C,10.05609
YER010C,10.05615
YHR196W,10.05687
YDL047W,10.05854
YBL068W,10.06149
YMR116C,10.06174
YDR255C,10.06397
YPR019W,10.06472
YDL208W,10.06532
YDL225W,10.06704
YJL155C,10.07014
YPR182W,10.07052
YLL045C,10.0708
YBL010C,10.07153
YGR006W,10.07156
YGL103W,10.07595
YML073C,10.07597
YNL121C,10.07714
YER163C,10.07724
YKL154W,10.0774
YLR291C,10.07897
YOR026W,10.08166
YLR369W,10.08179
YPR169W,10.08282
YKL216W,10.08668
YGL030W,10.08852
YKL056C,10.08863
YPL048W,10.09195
YGL232W,10.09219
YOR046C,10.09379
YMR174C,10.09391
YER105C,10.0948
YBR216C,10.09974
YLR448W,10.10178
YJL177W,10.10185
YPR034W,10.10301
YDL113C,10.1046
YGL097W,10.10832
YMR099C,10.114
YDR502C,10.11608
YIR037W,10.11792
YGL110C,10.12553
YNL178W,10.12605
YLR314C,10.12709
YJL148W,10.12857
YHL015W,10.13058
YBL007C,10.1308
YPR190C,10.13911
YOR167C,10.13944
YJL020C,10.14195
YDR339C,10.14206
YER030W,10.14304
YLR345W,10.14717
YDR496C,10.14826
YHR046C,10.14843
YKL157W,10.14984
YGL151W,10.15001
YMR196W,10.15403
YKL196C,10.15694
YOR007C,10.15948
YIR006C,10.16246
YOL025W,10.16487
YNL149C,10.16837
YJL208C,10.17187
YEL013W,10.17946
YNL021W,10.18149
YBL064C,10.18354
YER004W,10.18614
YEL018W,10.18717
YLR025W,10.18886
YML070W,10.1903
YLL040C,10.20052
YBR081C,10.20126
YIL070C,10.20232
YGL167C,10.20556
YFL004W,10.20918
YDR207C,10.21134
YLR104W,10.21182
YLR115W,10.21267
YKL148C,10.21982
YGL099W,10.22026
YLR059C,10.22186
YGL189C,10.22282
YHR190W,10.22416
YER042W,10.22584
YOR262W,10.22603
YFR002W,10.22715
YOR254C,10.22907
YER112W,10.23104
YLR003C,10.23418
YIL034C,10.23714
YDR033W,10.23869
YGR195W,10.23897
YGR001C,10.24252
YBR094W,10.24435
YDL058W,10.24793
YOR358W,10.24832
YFR004W,10.25078
YGR203W,10.25479
YIL162W,10.25783
YHR098C,10.25935
YGL123W,10.25951
YLR386W,10.26313
YDL125C,10.27384
YGR155W,10.27612
YJR137C,10.27852
YGL210W,10.2809
YJR032W,10.28168
YCR053W,10.28283
YNL067W,10.28609
YDR181C,10.28934
YBR121C,10.29021
YJL095W,10.29335
YDR531W,10.30128
YLR033W,10.30255
YDR381W,10.30295
YDL088C,10.30823
YLR340W,10.30913
YLR238W,10.31209
YDL143W,10.31378
YMR260C,10.31798
YKR054C,10.32078
YER151C,10.32274
YLR406C,10.32547
YDR265W,10.32924
YHR070W,10.3302
YNL138W,10.33235
YDL144C,10.33503
YDL111C,10.33676
YLR126C,10.33751
YDL226C,10.33768
YLR243W,10.33922
YJL197W,10.34036
YKL215C,10.34451
YDL084W,10.34466
YMR202W,10.34579
YIL026C,10.34772
YOL039W,10.35093
YLL062C,10.35327
YDR002W,10.36105
YNL071W,10.36934
YGR281W,10.37354
YBR160W,10.37396
YLR301W,10.37531
YLL032C,10.38241
YIL033C,10.3826
YKR084C,10.38328
YGR264C,10.38673
YOR074C,10.38681
YFR009W,10.38751
YLR390W,10.38902
YBR198C,10.39139
YOR143C,10.39334
YJR068W,10.39691
YER053C,10.39737
YEL055C,10.39794
YOR069W,10.39931
YMR110C,10.40405
YKL057C,10.40667
YJL203W,10.40912
YLR418C,10.40926
YGL206C,10.41002
YDL006W,10.41032
YPR063C,10.41043
YKL189W,10.41165
YOR051C,10.41689
YLR432W,10.41894
YLR118C,10.42331
YDR341C,10.42425
YFL039C,10.42455
YBL029C-A,10.42607
YLR186W,10.43313
YGL159W,10.43352
YGL137W,10.43738
YOR057W,10.43911
YGL073W,10.44429
YPL227C,10.44439
YDR023W,10.45083
YGL213C,10.45594
YLR328W,10.45834
YMR209C,10.45886
YJL207C,10.46021
YBR112C,10.46309
YOR265W,10.4638
YKR048C,10.46648
YLR298C,10.46658
YOR061W,10.46766
YNR021W,10.46812
YER107C,10.46846
YGR017W,10.46916
YJL008C,10.46973
YJL014W,10.47033
YBR208C,10.47358
YFL017C,10.47681
YDL099W,10.48141
YGL047W,10.48273
YBR171W,10.48822
YLR433C,10.48986
YKL047W,10.49011
YBL079W,10.49335
YGL087C,10.49471
YDR515W,10.49535
YCL037C,10.50273
YPR191W,10.50598
YPL235W,10.5106
YBR261C,10.51206
YIR001C,10.51269
YDR234W,10.51274
YDR516C,10.51419
YGR034W,10.5145
YOR109W,10.51702
YER063W,10.52444
YLR225C,10.53322
YOR361C,10.5335
YGR124W,10.53781
YLR321C,10.53787
YER090W,10.54088
YJL065C,10.54131
YHR192W,10.54295
YPL129W,10.5431
YDR324C,10.5442
YAL007C,10.54553
YLR287C,10.54763
YFR006W,10.55036
YDR162C,10.55241
YDR361C,10.55454
YLR285W,10.55514
YIL035C,10.55954
YOL059W,10.5599
YOL145C,10.56306
YHL001W,10.56456
YHL013C,10.56634
YBL057C,10.56708
YPL117C,10.56777
YNR074C,10.5682
YPR097W,10.56857
YDR248C,10.57199
YOL016C,10.5783
YAL016W,10.58206
YML078W,10.5824
YOR138C,10.58393
YDR064W,10.58456
YNL297C,10.58547
YOR176W,10.5865
YEL044W,10.58659
YBL041W,10.58768
YDL081C,10.58851
YGL062W,10.58923
YDR328C,10.59146
YPL247C,10.59379
YPL064C,10.59562
YMR309C,10.59846
YLL001W,10.60261
YNL330C,10.60424
YDR472W,10.61106
YDR430C,10.61224
YGL011C,10.6143
YOR128C,10.62153
YPR103W,10.62286
YNR050C,10.62649
YDR121W,10.62688
YDR164C,10.62695
YGL105W,10.63091
YGR054W,10.6311
YML126C,10.63385
YOR039W,10.63387
YLR293C,10.6342
YGR185C,10.63723
YGL147C,10.63727
YAL021C,10.63797
YNL129W,10.64063
YDL141W,10.64134
YOR168W,10.64175
YGR020C,10.64483
YPR148C,10.64732
YDR071C,10.64907
YIR003W,10.65151
YJR057W,10.65178
YKR023W,10.6582
YJR123W,10.66078
YDR395W,10.66581
YDR454C,10.67013
YDL147W,10.67022
YMR314W,10.67103
YDL095W,10.67349
YGR232W,10.67551
YGR010W,10.67821
YFL028C,10.67854
YOR260W,10.67942
YKL085W,10.68305
YPL160W,10.68692
YGL130W,10.68929
YEL015W,10.69293
YGR208W,10.69431
YGL124C,10.69987
YML100W,10.70544
YER120W,10.70806
YLR275W,10.71328
YDR304C,10.71441
YKR080W,10.71453
YNL113W,10.71585
YKL067W,10.71624
YML106W,10.71654
YMR194W,10.72003
YLR290C,10.72369
YJL085W,10.72595
YPL085W,10.73212
YOR209C,10.73345
YOR353C,10.73403
YGL082W,10.74114
YPL145C,10.7458
YPL131W,10.74887
YER007C-A,10.75048
YLR120C,10.75078
YIR036C,10.75245
YDR099W,10.75346
YLR133W,10.75407
Q0140,10.75564
YFR007W,10.75593
YLR113W,10.75775
YJL111W,10.76271
YBR189W,10.77493
YPL239W,10.77569
YBR109C,10.77866
YPR016C,10.78207
YER099C,10.78416
YNL200C,10.78584
YFR044C,10.78701
YER101C,10.79074
YDR498C,10.79086
YHR045W,10.79169
YOR122C,10.79289
YBL076C,10.7938
YHR163W,10.80011
YGL094C,10.80658
YBR164C,10.8123
YIL021W,10.81282
YFL045C,10.81288
YBR022W,10.81345
YJL167W,10.81348
YBR011C,10.81479
YLR389C,10.81782
YDR161W,10.82351
YIL138C,10.83505
YKL088W,10.83758
YIR008C,10.84034
YDR155C,10.84123
YPR181C,10.84255
YDR321W,10.84796
YNL259C,10.85089
YML017W,10.8519
YDR122W,10.85266
YOL038W,10.85379
YJL012C,10.8539
YDL190C,10.85515
YMR149W,10.85694
YLR385C,10.85979
YHR012W,10.86183
YBR119W,10.86389
YGL245W,10.87496
YLL018C,10.87614
YDR300C,10.87729
YBR079C,10.87869
YKL035W,10.88557
YGL195W,10.88779
YMR205C,10.89117
YDR141C,10.8967
YPR029C,10.90546
YDL145C,10.90617
YJL121C,10.90617
YDL112W,10.92396
YCR030C,10.9241
YKL179C,10.92668
YJR069C,10.9286
YHR068W,10.92922
YML028W,10.93117
YHR019C,10.93215
YFL038C,10.93375
YEL058W,10.93899
YNL247W,10.94037
YPR041W,10.94491
YER087C-B,10.94754
YFR052W,10.94959
YLR109W,10.952
YER127W,10.95427
YGR049W,10.95583
YOL040C,10.95787
YML121W,10.96041
YMR142C,10.96698
YOR283W,10.96753
YOR298C-A,10.97233
YJL217W,10.97764
YDL015C,10.98283
YBR281C,10.98327
YGL161C,10.98814
YKR088C,10.98953
YLR061W,10.99294
YPL037C,10.99861
YHR207C,11.00077
YMR125W,11.00099
YER136W,11.00507
YPL260W,11.01777
YDL051W,11.01809
YJL115W,11.02324
YAL011W,11.02378
YGL173C,11.03296
YPL001W,11.03352
YKL145W,11.03431
YOL008W,11.03538
YJR005W,11.04046
YDL135C,11.04459
YHR113W,11.04469
YMR120C,11.04669
YBL075C,11.04765
YNL049C,11.04965
YDR211W,11.06315
YML069W,11.07073
YMR139W,11.08058
YHR111W,11.08341
YER029C,11.08372
YPL225W,11.09858
YNL044W,11.09872
YGL208W,11.10457
YLR270W,11.10635
YOR124C,11.10773
YDR283C,11.11274
YML131W,11.11641
YFL037W,11.1166
YNL163C,11.11661
YLR420W,11.117
YCL009C,11.1269
YOL077C,11.12888
YLR060W,11.13082
YBR252W,11.13202
YPL252C,11.13584
YKR027W,11.14844
YDR484W,11.1629
YGR211W,11.16306
YHR107C,11.16475
YOR259C,11.17436
YBR278W,11.17632
YKL006C-A,11.18093
YLR429W,11.18358
YML101C,11.18944
YLR399C,11.19243
YLL050C,11.19584
YDR050C,11.20392
YDR539W,11.20509
YKL142W,11.21403
YKL212W,11.21444
YGR062C,11.22813
YNL264C,11.22866
YEL020C,11.2308
YNL293W,11.23562
YER154W,11.24346
YER131W,11.24376
YNL010W,11.24435
YMR061W,11.2487
YDL029W,11.25012
YDL130W,11.25339
YPL249C,11.25656
YHR181W,11.2598
YPR144C,11.26283
YPR175W,11.27133
YMR296C,11.27688
YPR036W,11.28159
YHL038C,11.2851
YOR112W,11.29009
YGR090W,11.29027
YIL142W,11.29332
YPR025C,11.29472
YGL252C,11.29622
YKL192C,11.30133
YLR199C,11.30142
YDR293C,11.30628
YOR184W,11.30785
YNL126W,11.31073
YGR262C,11.33697
YOL052C,11.33738
YML063W,11.33932
YDR093W,11.33992
YDL219W,11.34231
YDR434W,11.34652
YJR144W,11.34996
YBR088C,11.35734
YDL116W,11.35758
YLR357W,11.35811
YMR079W,11.35963
YNL064C,11.36085
YMR047C,11.36102
YPL222W,11.36195
YJL011C,11.36362
YFR053C,11.36504
YNR016C,11.36648
YGR253C,11.37627
YDR400W,11.37967
YLR373C,11.38027
YLR195C,11.38562
YOL097C,11.39561
YNL263C,11.3992
YGR119C,11.40436
YGL013C,11.40552
YDR476C,11.40781
YHR079C,11.40941
YKL207W,11.41606
YDR152W,11.42221
YJL031C,11.42914
YDL103C,11.43152
YPL116W,11.43975
YIL150C,11.44018
YEL019C,11.44441
YDR238C,11.44701
YMR276W,11.45909
YGL246C,11.46076
YCR090C,11.4633
YOR323C,11.46925
YHL021C,11.4706
YBL047C,11.47618
YDR429C,11.48031
YOR296W,11.48639
YLR044C,11.48787
YOR141C,11.49295
YKL080W,11.49703
YAR042W,11.4994
YOR271C,11.51467
YBL050W,11.51485
YJR088C,11.51948
YJL145W,11.52028
YDL195W,11.52598
YLR410W,11.53241
YIL110W,11.54445
YPL019C,11.54867
YCL029C,11.55317
YGR012W,11.55317
YBR056W,11.55803
YEL047C,11.55808
YKL094W,11.55955
YIL051C,11.56614
YPR178W,11.57076
YLR173W,11.57183
YER008C,11.57262
YER156C,11.58198
YGL115W,11.58636
YKL090W,11.59447
YDR404C,11.59972
YGR283C,11.60194
YMR235C,11.60326
YDL030W,11.60535
YDR174W,11.60634
YER177W,11.60862
YMR027W,11.61116
YML092C,11.61175
YBR234C,11.63384
YLR071C,11.63433
YNL243W,11.63456
YGR080W,11.63499
YDR191W,11.64116
YLR066W,11.65152
YDL040C,11.65568
YAL038W,11.65833
YHR198C,11.66985
YPR108W,11.67916
YBR288C,11.68449
YEL031W,11.69007
YGL224C,11.69093
YLR200W,11.69995
YJR016C,11.70581
YGL049C,11.70742
YHL034C,11.70867
YNL212W,11.71911
YPR001W,11.72459
YJR139C,11.72815
YPR127W,11.7284
YDR168W,11.73472
YPR131C,11.74337
YGL148W,11.74517
YLL041C,11.75251
YCL016C,11.76203
YOR281C,11.76545
YNL239W,11.77082
YOR132W,11.77743
YFL016C,11.78578
YLL048C,11.78972
YHR144C,11.79004
YJL076W,11.80682
YNR029C,11.80827
YHR063C,11.8103
YGR140W,11.81521
YDL168W,11.81746
YPL231W,11.81842
YHR072W,11.84861
YDL131W,11.85336
YER062C,11.85628
YGL019W,11.86816
YPR172W,11.89062
YML049C,11.89095
YKR077W,11.89125
YIR035C,11.89372
YGL048C,11.89429
YDL097C,11.90688
YMR278W,11.9103
YNR046W,11.91402
YBR034C,11.92795
YJL053W,11.93632
YPR147C,11.95278
YBL032W,11.96278
YKR038C,11.96353
YKL110C,11.96374
YPL255W,11.97125
YLR335W,11.97251
YEL011W,11.97424
YPL028W,11.97829
YPR040W,11.98958
YIL020C,12.00456
YKL060C,12.00931
YOR191W,12.01072
YPL211W,12.01221
YLR355C,12.01325
YBR042C,12.01363
YDL230W,12.0146
YGL012W,12.01839
YOR001W,12.02455
YPR073C,12.03034
YPL058C,12.03927
YMR178W,12.04009
YKR001C,12.04657
YDR127W,12.04712
YPL045W,12.04981
YGL001C,12.05255
YML079W,12.05446
YBR255W,12.05565
YBR080C,12.06021
YJL080C,12.06216
YBL023C,12.06381
YGR277C,12.07357
YDR044W,12.07477
YGR218W,12.07881
YER176W,12.09497
YKL182W,12.11169
YGR094W,12.11523
YAL039C,12.12004
YHR020W,12.12631
YNL287W,12.13962
YNL219C,12.13977
YHL011C,12.14178
YLR209C,12.14283
YIL062C,12.14799
YDR037W,12.148
YGR127W,12.15062
YFR032C-A,12.15185
YJR045C,12.15323
YDR226W,12.16954
YBR096W,12.17924
YNL106C,12.18434
YBR108W,12.18651
YOL064C,12.19155
YDR301W,12.19695
YER016W,12.20425
YOR362C,12.20566
YLR351C,12.21268
YLL012W,12.21394
YDR427W,12.2142
YGR037C,12.21684
YPL070W,12.22296
YKL160W,12.228
YML056C,12.23139
YPL184C,12.248
YOR250C,12.25326
YGR180C,12.25408
YOR155C,12.26143
YPL030W,12.27366
YNR020C,12.27666
YOR224C,12.28298
YAL012W,12.29129
YDR399W,12.30581
YPR069C,12.31156
YGL172W,12.31906
YDR363W,12.32295
YER073W,12.32655
YEL051W,12.34454
YJL060W,12.36504
YLR022C,12.36706
YHR025W,12.36992
YPR105C,12.37827
YEL029C,12.38076
YFR050C,12.38156
YKL012W,12.38438
YNL055C,12.38971
YFR051C,12.41926
YCL043C,12.42252
YNR027W,12.42534
YIL094C,12.42764
YDL117W,12.44444
YOR130C,12.44534
YAL017W,12.44671
YDR027C,12.45342
YLL038C,12.47554
YGR187C,12.47966
YDR517W,12.48892
YNL079C,12.49309
YPL125W,12.51675
YBR222C,12.54116
YGL202W,12.54655
YOR198C,12.56674
YNR019W,12.58414
YGL154C,12.59244
YDR478W,12.61476
YKL135C,12.61517
YPR060C,12.64567
YLL031C,12.64987
YJR142W,12.65023
YER012W,12.65587
YGL169W,12.66982
YOR149C,12.67075
YLR119W,12.69058
YBR082C,12.69142
YLR027C,12.70711
YKL213C,12.70842
YKL193C,12.70861
YLR405W,12.72039
YGR248W,12.72619
YKL041W,12.73617
YGR274C,12.74328
YGR007W,12.74722
YDL061C,12.74795
YGR240C,12.76639
YIL137C,12.7755
YGL200C,12.78276
YBR017C,12.79121
YJR134C,12.79557
YLR259C,12.79634
YKR074W,12.80323
YNL016W,12.80617
YPL113C,12.81842
YGR192C,12.82182
YBR169C,12.83376
YNL290W,12.84217
YOR270C,12.85242
YLR450W,12.86224
YDR210W,12.87072
YPL086C,12.88822
YIL116W,12.89804
YGR100W,12.90448
YML124C,12.91199
YFR024C-A,12.94046
YPL106C,12.95336
YKR026C,12.95723
YDR435C,12.97007
YLR364W,13.0255
YLR047C,13.04448
YHL030W,13.04864
YKL073W,13.05044
YPL144W,13.0546
YKL104C,13.05931
YLR231C,13.06259
YDL100C,13.06386
YBL107C,13.07335
YHR167W,13.08282
YIL156W-B,13.08541
YKL029C,13.08703
YJR117W,13.0954
YBL098W,13.09989
YDL217C,13.1
YJR040W,13.10723
YLR253W,13.11256
YPR139C,13.11432
YLR396C,13.12356
YJR083C,13.13694
YDR530C,13.15607
YOR131C,13.1663
YDL198C,13.17519
YDL182W,13.19205
YOL146W,13.19399
YBR196C,13.21671
YER003C,13.22207
YOL111C,13.23706
YGR204W,13.23866
YOR020C,13.25879
YIL068C,13.27621
YKR068C,13.27945
YNL274C,13.29081
YDL215C,13.32299
YDR332W,13.34553
YMR308C,13.36124
YMR267W,13.36336
YPL119C,13.37144
YDR291W,13.40704
YJL068C,13.41556
YOR244W,13.42561
YBR218C,13.42958
YDR368W,13.43642
YLR208W,13.44454
YLR100W,13.45197
YHR049W,13.46999
YKL211C,13.47844
YKL116C,13.48048
YMR304W,13.4847
YPR074C,13.48705
YGL196W,13.48858
YJR099W,13.49238
YKR043C,13.50461
YLR080W,13.54234
YIL109C,13.55003
YER071C,13.59843
YPL072W,13.60209
YDR098C,13.61224
YPR185W,13.61673
YBR239C,13.65307
YDR196C,13.66613
YMR092C,13.66792
YBR035C,13.67547
YGR031W,13.69077
YJR046W,13.69305
YDR007W,13.70359
YJL102W,13.70621
YEL038W,13.71963
YGL143C,13.76436
YHR026W,13.7834
YBR086C,13.81106
YKL018W,13.81144
YKL152C,13.87729
YBR249C,13.89003
YOR266W,13.89752
YDR061W,13.94144
YGL067W,13.94876
YER019W,13.98448
YFR033C,14.04122
YJR132W,14.04781
YGL026C,14.06506
YGR267C,14.07535
YBR065C,14.12023
YKL129C,14.12223
YNL304W,14.13864
YGL211W,14.19306
YOR221C,14.22742
YLR380W,14.22894
YGL018C,14.22977
YOL066C,14.29112
YDR354W,14.30955
YGL207W,14.31903
YDR235W,14.33836
YDL205C,14.34201
YAL009W,14.36493
YDR367W,14.37357
YIL108W,14.38852
YBR204C,14.38887
YML075C,14.43093
YKL024C,14.45668
YBR191W,14.45946
YBR254C,14.54729
YBL104C,14.5495
YBR025C,14.57004
YHR216W,14.58615
YOR166C,14.58697
YIL053W,14.61748
YDR067C,14.63582
YDR473C,14.66011
YLR179C,14.66186
YNL108C,14.66715
YPR183W,14.71367
YGR171C,14.73471
YMR208W,14.74268
YNL220W,14.835
YLL024C,14.86194
YKR046C,14.86319
YDL001W,14.87698
YHL003C,14.88273
YOR087W,14.9959
YOL031C,14.99991
YBR248C,15.06392
YCL050C,15.06681
YMR268C,15.08356
YCL040W,15.08832
YNL007C,15.22951
YNL076W,15.26019
YOL094C,15.30811
YAR019C,15.3262
YOR230W,15.36682
YBR282W,15.40136
YDR035W,15.41253
YKR004C,15.47628
YOL062C,15.48382
YOR136W,15.48951
YEL071W,15.50419
YIL074C,15.53671
YKL021C,15.54285
YHR200W,15.57782
YBR213W,15.60135
YBR061C,15.65437
YKL206C,15.68109
YDR159W,15.68612
YER133W,15.71097
YHR186C,15.72124
YPL263C,15.72281
YNL037C,15.82153
YHR187W,15.91062
YNL104C,15.93334
YPL208W,15.93647
YGL185C,15.94355
YHR174W,16.03265
YCL004W,16.04842
YIL118W,16.15512
YHR112C,16.1791
YLR065C,16.2035
YIL052C,16.21676
YER052C,16.27547
YCR012W,16.40995
YPR085C,16.42735
YNL073W,16.45004
YOR027W,16.4554
YHR208W,16.56488
YHR030C,16.61732
YMR186W,16.61994
YKL103C,16.62764
YJL124C,16.65126
YGL040C,16.65817
YDL077C,16.66906
YNL241C,16.67706
YPL123C,16.72007
YDL124W,16.75678
YER081W,16.76462
YKL064W,16.78843
YLR085C,16.81877
YCL028W,16.83092
YFL029C,16.89395
YNL281W,16.90227
YDR063W,16.94457
YBR053C,16.94681
YNL015W,17.00881
YGR234W,17.03765
YJL055W,17.04556
YER055C,17.05504
YGL037C,17.08543
YBR195C,17.10606
YCR011C,17.13311
YOR375C,17.25131
YPL065W,17.25274
YDR158W,17.29807
YHR073W,17.31485
YIL040W,17.3489
YAR008W,17.36833
YLL019C,17.45219
YDL165W,17.50824
YOR352W,17.65146
YDR214W,17.70981
YDL085C-A,17.81808
YGL253W,17.82053
YPR165W,17.83967
YOL159C-A,17.94854
YKL017C,17.94993
YHR104W,17.97931
YGL117W,18.02049
YER147C,18.06162
YLR304C,18.07519
YER152C,18.21563
YJR148W,18.26364
YBR272C,18.34728
YHR183W,18.57195
YJR025C,18.69971
YKL128C,18.75388
YHR087W,18.77019
YMR312W,18.78646
YLR216C,18.79548
YNL004W,18.9433
YPR145W,19.09483
YOR289W,19.10199
YLR378C,19.14226
YOR174W,19.17272
YHR077C,19.19953
YEL060C,19.28038
YOL086W-A,19.28765
YHR047C,19.36456
YPL242C,19.67361
YML085C,19.70218
YLR332W,19.71183
YCR079W,19.71688
YDR518W,19.73828
YNL257C,19.81006
YIL048W,19.85746
YOR175C,19.957
YBR256C,19.98865
YBR145W,20.00365
YLR370C,20.0222
YMR121C,20.06967
YAL005C,20.18394
YOL093W,20.18466
YLR354C,20.28838
YMR224C,20.40602
YNL288W,20.64593
YMR170C,20.7781
YPR174C,20.9559
YNL242W,21.08766
YBR257W,21.12416
YJR109C,21.19864
YDR171W,21.3966
YLR247C,21.42922
YNR034W,21.47143
YKL130C,21.51813
YDR451C,21.55598
YCR002C,21.69654
YHR179W,21.76759
YGL242C,21.88323
YKL007W,22.03358
YML130C,22.07795
YPR176C,22.84391
YNR035C,22.99924
YGL009C,23.07787
YER044C,23.20413
YDL183C,23.28992
YIR034C,23.62586
YLL026W,23.67922
YDR139C,23.91684
YHR029C,24.26686
YGR003W,24.44864
YDL022W,24.48329
YJL153C,24.5044
YOL032W,24.50841
YHR018C,24.89179
YOR210W,25.68179
YJL066C,26.85839
YJL034W,27.01159
YDR485C,27.03893
YGR278W,27.06708
YOR377W,27.17155
YBL013W,28.57783
YGR201C,28.62724
YDR284C,28.74126
YCR095C,29.09907
YGR179C,29.14357
YMR097C,29.40881
YJL171C,29.89559
YBL038W,30.41728
YGR043C,30.44811
YMR105C,30.48497
YLL029W,30.52024
YML036W,31.0989
YDR533C,31.16626
YMR132C,31.24939
YLR431C,31.97572
YER141W,32.49459
YGL180W,33.45261
YCR034W,34.04325
YLR303W,34.56455
YKL120W,34.82648
YBR037C,35.81544
YHR043C,35.87935
YLR170C,35.91759
YBR225W,35.99552
YMR090W,36.19569
YHR128W,36.56437
YHL017W,37.7482
YOR360C,39.41122
YMR071C,39.60603
YGR125W,40.64805
YGL039W,42.39801
YDL108W,42.72747
YDR047W,42.98102
YNL026W,43.93602
YNL160W,44.13544
YER069W,44.33238
YDR258C,44.7564
YKL218C,45.95864
YNL177C,46.40488
YER129W,47.05052
YPL092W,49.82249
YHR209W,50.5868
YEL017W,54.50198
YLR417W,56.35965
YNL208W,57.24809
YOL026C,58.25356
YKL124W,64.79749
YPL240C,64.97707
YOR058C,71.51939
YJR047C,77.74912
YFR015C,85.30212
YKR037C,92.55614
YDL082W,98.68473
YML031W,100.0
YGL156W,100.0
YOL058W,100.0
YGR256W,100.0
YLR344W,100.0
YGR254W,100.0
YER144C,100.0
YGR077C,100.0
YGR056W,100.0
YLR178C,100.0
YBR283C,100.0
YMR096W,100.0
YBR072W,100.0
YNR040W,100.0
YLR134W,100.0
YMR299C,100.0
YOL154W,100.0
YCL026C-B,100.0
YHR137W,100.0
YBR207W,100.0
YNL209W,100.0
YOL128C,100.0
YPL067C,100.0
YGR088W,100.0
YKL001C,100.0
YMR062C,100.0
YGR071C,100.0
YGR177C,100.0
YDL021W,100.0
YKL183W,100.0
YHR060W,100.0
YMR033W,100.0
YGR214W,100.0
YOR330C,100.0
YNL147W,100.0
YCL047C,100.0
YGL256W,100.0
YBR117C,100.0
YOR127W,100.0
YGL255W,100.0
YKL175W,100.0
YKL089W,100.0
YMR127C,100.0
YOL140W,100.0
Q0045,100.0
YGR199W,100.0
YER103W,100.0
YGL212W,100.0
YDL075W,100.0
YLR048W,100.0
YCL030C,100.0
YJL088W,100.0
YJL052W,100.0
YKL186C,100.0
YER175C,100.0
YJR009C,100.0
YLR135W,100.0
YMR169C,100.0
YDR487C,100.0
YGL136C,100.0
YEL027W,100.0
