physical_interaction_id,count,Systematic Name,physical_interaction
YOR063W,110,"['YAL035W', 'YAL043C', 'YBR112C', 'YBR142W', 'YBR160W', 'YBR267W', 'YBR296C', 'YCR057C', 'YDL077C', 'YDR060W', 'YDR087C', 'YDR091C', 'YDR099W', 'YDR101C', 'YDR188W', 'YDR252W', 'YDR333C', 'YDR365C', 'YDR412W', 'YDR477W', 'YDR496C', 'YDR510W', 'YEL034W', 'YER006W', 'YER036C', 'YER126C', 'YER133W', 'YER151C', 'YER177W', 'YFL002C', 'YFL044C', 'YFR001W', 'YFR031C-A', 'YFR052W', 'YGL031C', 'YGL099W', 'YGL111W', 'YGL122C', 'YGL246C', 'YGR054W', 'YGR103W', 'YGR218W', 'YGR245C', 'YGR285C', 'YHL030W', 'YHR013C', 'YHR052W', 'YHR064C', 'YHR066W', 'YHR169W', 'YHR170W', 'YHR193C', 'YHR197W', 'YIL016W', 'YIL133C', 'YIR010W', 'YJL074C', 'YJL122W', 'YJR041C', 'YKL009W', 'YKL014C', 'YKL135C', 'YKR063C', 'YKR081C', 'YLL034C', 'YLR022C', 'YLR074C', 'YLR340W', 'YLR387C', 'YLR449W', 'YML065W', 'YMR049C', 'YMR069W', 'YMR131C', 'YMR247C', 'YNL002C', 'YNL061W', 'YNL110C', 'YNL124W', 'YNL209W', 'YNL227C', 'YNL255C', 'YNR046W', 'YNR051C', 'YNR053C', 'YNR054C', 'YOL076W', 'YOL077C', 'YOL120C', 'YOR206W', 'YOR253W', 'YOR294W', 'YOR310C', 'YPL012W', 'YPL037C', 'YPL043W', 'YPL093W', 'YPL146C', 'YPL210C', 'YPL217C', 'YPL226W', 'YPL243W', 'YPL259C', 'YPR016C', 'YPR051W', 'YPR088C', 'YPR112C', 'YPR129W', 'YPR154W', 'YPR189W']",RPL3
YOR064C,19,"['YBL032W', 'YBL052C', 'YBR009C', 'YBR010W', 'YFR037C', 'YGL122C', 'YGL207W', 'YJR082C', 'YKR048C', 'YLL062C', 'YLR455W', 'YML069W', 'YMR080C', 'YMR091C', 'YNL030W', 'YNL031C', 'YNL255C', 'YPL129W', 'YPR031W']",YNG1
YOR065W,24,"['Q0105', 'Q0250', 'YBL030C', 'YBL045C', 'YBR230C', 'YDR178W', 'YFR004W', 'YGL122C', 'YGL187C', 'YGR112W', 'YHR051W', 'YHR195W', 'YHR200W', 'YJR048W', 'YKL141W', 'YKR016W', 'YKR066C', 'YLR166C', 'YML030W', 'YML129C', 'YMR080C', 'YNL209W', 'YNR018W', 'YPR191W']",CYT1
YOR066W,8,"['YBL032W', 'YBR083W', 'YBR160W', 'YDL056W', 'YER111C', 'YHR084W', 'YLR182W', 'YNL209W']",MSA1
YOR069W,33,"['YAL047C', 'YBL017C', 'YBL105C', 'YDL123W', 'YDR100W', 'YDR150W', 'YDR172W', 'YER093C', 'YGR089W', 'YGR130C', 'YGR188C', 'YGR218W', 'YHR012W', 'YHR023W', 'YJL053W', 'YJL154C', 'YJL178C', 'YJR110W', 'YKL049C', 'YKL179C', 'YLL013C', 'YLR314C', 'YLR399C', 'YMR010W', 'YMR117C', 'YNL086W', 'YNL209W', 'YNL263C', 'YOR069W', 'YOR117W', 'YOR132W', 'YOR181W', 'YPL070W']",VPS5
YOR070C,14,"['YBL032W', 'YBR160W', 'YFL005W', 'YFL038C', 'YGL210W', 'YGR218W', 'YHR135C', 'YJL164C', 'YJR059W', 'YLR377C', 'YML001W', 'YMR138W', 'YNL209W', 'YOR089C']",GYP1
YOR071C,4,"['YFL062W', 'YGL122C', 'YLR083C', 'YOR153W']",NRT1
YOR073W,25,"['YAL016W', 'YAL047C', 'YBL032W', 'YBR107C', 'YCL029C', 'YDL134C', 'YDL188C', 'YDR254W', 'YDR295C', 'YFR028C', 'YFR031C', 'YGL003C', 'YGL116W', 'YGR262C', 'YJL019W', 'YJL110C', 'YJR112W', 'YKL179C', 'YLL021W', 'YLR254C', 'YOL069W', 'YOR014W', 'YPL146C', 'YPL174C', 'YPR088C']",SGO1
YOR075W,17,"['YBL050W', 'YBR160W', 'YDL126C', 'YDR189W', 'YDR498C', 'YEL043W', 'YFL038C', 'YGL098W', 'YGL145W', 'YHL034C', 'YHR023W', 'YHR190W', 'YKL196C', 'YLR268W', 'YLR440C', 'YNL258C', 'YOL086C']",UFE1
YOR076C,21,"['YBL032W', 'YCR035C', 'YDL085W', 'YDL111C', 'YDR280W', 'YGL122C', 'YGL213C', 'YGR095C', 'YGR158C', 'YGR195W', 'YHL002W', 'YHR069C', 'YHR077C', 'YJR022W', 'YLR398C', 'YMR080C', 'YNL232W', 'YOL021C', 'YOL142W', 'YOR001W', 'YPR189W']",SKI7
YOR078W,49,"['YBL004W', 'YBL032W', 'YBL072C', 'YBR247C', 'YCL059C', 'YCR057C', 'YDL110C', 'YDL148C', 'YDR012W', 'YDR315C', 'YDR324C', 'YER082C', 'YER102W', 'YER133W', 'YER151C', 'YFR014C', 'YGL011C', 'YGL180W', 'YGR090W', 'YGR128C', 'YHR135C', 'YHR148W', 'YIL019W', 'YIL149C', 'YJL069C', 'YJL109C', 'YJL187C', 'YJR002W', 'YJR017C', 'YKR081C', 'YLR197W', 'YLR222C', 'YLR320W', 'YML065W', 'YMR093W', 'YMR128W', 'YMR216C', 'YMR229C', 'YNL132W', 'YNL154C', 'YNL255C', 'YOR310C', 'YPL012W', 'YPL126W', 'YPL198W', 'YPL217C', 'YPR137W', 'YPR144C', 'YPR178W']",BUD21
YOR080W,45,"['YBL023C', 'YBL076C', 'YBL104C', 'YBR135W', 'YBR247C', 'YCL054W', 'YCL061C', 'YDL031W', 'YDL132W', 'YDL229W', 'YDR227W', 'YDR312W', 'YDR328C', 'YDR381W', 'YDR457W', 'YDR489W', 'YEL032W', 'YGL100W', 'YHR019C', 'YHR030C', 'YHR052W', 'YHR064C', 'YHR066W', 'YHR134W', 'YHR170W', 'YJL109C', 'YJL141C', 'YJL194W', 'YJR006W', 'YKL014C', 'YKL176C', 'YLL013C', 'YLL050C', 'YLR274W', 'YML074C', 'YNL132W', 'YNL308C', 'YOL041C', 'YOL133W', 'YPL012W', 'YPL211W', 'YPL217C', 'YPR016C', 'YPR019W', 'YPR135W']",DIA2
YOR081C,26,"['YAL016W', 'YBL032W', 'YBR160W', 'YDL077C', 'YDL155W', 'YDR099W', 'YDR272W', 'YFR053C', 'YGL122C', 'YGL195W', 'YGL245W', 'YGR285C', 'YHR064C', 'YIL148W', 'YJL020C', 'YJL034W', 'YJR045C', 'YKR048C', 'YLL062C', 'YLR058C', 'YLR249W', 'YLR291C', 'YMR272C', 'YMR309C', 'YNL209W', 'YOR081C']",TGL5
YOR083W,19,"['YBR160W', 'YDL179W', 'YDR335W', 'YER111C', 'YFL009W', 'YGL059W', 'YGL180W', 'YHR135C', 'YJL164C', 'YJR017C', 'YJR059W', 'YLR182W', 'YNL330C', 'YOR244W', 'YPL031C', 'YPL116W', 'YPL153C', 'YPL240C', 'YPR068C']",WHI5
YOR084W,5,"['YJR076C', 'YML085C', 'YMR080C', 'YNL154C', 'YOR084W']",LPX1
YOR085W,21,"['YBL032W', 'YCL037C', 'YCR077C', 'YDL095W', 'YDL232W', 'YEL002C', 'YER087C-B', 'YGL022W', 'YGL226C-A', 'YJL002C', 'YJL222W', 'YKL212W', 'YLR220W', 'YLR378C', 'YML019W', 'YMR149W', 'YMR200W', 'YMR307W', 'YNL197C', 'YNR065C', 'YOR103C']",OST3
YOR086C,21,"['YAL005C', 'YBL056W', 'YBR010W', 'YBR217W', 'YDL055C', 'YDL229W', 'YER120W', 'YGL122C', 'YHL034C', 'YIL031W', 'YJL127C', 'YJR010C-A', 'YKL049C', 'YLR249W', 'YML072C', 'YMR179W', 'YNL031C', 'YNL087W', 'YNL255C', 'YOR086C', 'YOR204W']",TCB1
YOR087W,5,"['YDL077C', 'YGL122C', 'YKL079W', 'YNL138W', 'YOR087W']",YVC1
YOR089C,53,"['YAL002W', 'YBL078C', 'YBR006W', 'YBR097W', 'YBR126C', 'YBR128C', 'YBR264C', 'YCL037C', 'YDL077C', 'YDL149W', 'YDL160C', 'YDL229W', 'YDR323C', 'YDR495C', 'YER136W', 'YFR014C', 'YGL122C', 'YGL158W', 'YGL212W', 'YGR172C', 'YGR223C', 'YHL034C', 'YHR135C', 'YIL109C', 'YJL178C', 'YKR014C', 'YLL013C', 'YLR208W', 'YLR240W', 'YLR262C', 'YLR362W', 'YLR431C', 'YML001W', 'YML097C', 'YMR231W', 'YMR291W', 'YNL009W', 'YNL044W', 'YNL090W', 'YNL093W', 'YNL209W', 'YNL242W', 'YNL255C', 'YNL263C', 'YNL293W', 'YOR070C', 'YOR089C', 'YOR370C', 'YPL020C', 'YPL070W', 'YPL120W', 'YPR049C', 'YPR181C']",VPS21
YOR090C,19,"['YBL032W', 'YBR031W', 'YDL160C', 'YER178W', 'YGL122C', 'YGL234W', 'YHL011C', 'YHL034C', 'YIL070C', 'YIR010W', 'YJL069C', 'YKL049C', 'YKR048C', 'YLL024C', 'YLR320W', 'YMR105C', 'YOR090C', 'YPL240C', 'YPR016C']",PTC5
YOR091W,14,"['YAL005C', 'YAL036C', 'YDL077C', 'YER036C', 'YER151C', 'YER165W', 'YHR064C', 'YLL024C', 'YLR249W', 'YMR047C', 'YNL255C', 'YNR051C', 'YPR161C', 'YPR175W']",TMA46
YOR092W,14,"['YBL032W', 'YBR160W', 'YDL160C', 'YFL062W', 'YFR014C', 'YGL122C', 'YHL003C', 'YHL007C', 'YHR026W', 'YHR135C', 'YJL164C', 'YJR040W', 'YML131W', 'YNL154C']",ECM3
YOR094W,21,"['YAL016W', 'YBL060W', 'YCL034W', 'YCL037C', 'YDL025C', 'YDL222C', 'YDR080W', 'YDR247W', 'YDR523C', 'YGL122C', 'YGL181W', 'YGL256W', 'YHR205W', 'YKL051W', 'YKL092C', 'YKR008W', 'YLL013C', 'YOL147C', 'YOR094W', 'YOR129C', 'YOR216C']",ARF3
YOR095C,11,"['YBR261C', 'YHL034C', 'YLL013C', 'YLR291C', 'YNL189W', 'YNL209W', 'YNL255C', 'YNL288W', 'YOR095C', 'YOR160W', 'YOR265W']",RKI1
YOR096W,62,"['YAR042W', 'YBL071W-A', 'YBR079C', 'YBR143C', 'YBR247C', 'YCL037C', 'YCL059C', 'YCR057C', 'YCR077C', 'YDL060W', 'YDL077C', 'YDL148C', 'YDL160C', 'YDL166C', 'YDL212W', 'YDL213C', 'YDR091C', 'YDR429C', 'YER068W', 'YER125W', 'YER151C', 'YFL002C', 'YFR034C', 'YGL099W', 'YGL120C', 'YGL122C', 'YGR090W', 'YGR218W', 'YGR285C', 'YHL030W', 'YHR064C', 'YHR196W', 'YHR200W', 'YIL016W', 'YIL019W', 'YIL149C', 'YIR010W', 'YJL033W', 'YJL124C', 'YJR002W', 'YKR081C', 'YLL036C', 'YLR438C-A', 'YML065W', 'YMR219W', 'YMR309C', 'YNL001W', 'YNL002C', 'YNL096C', 'YNL124W', 'YNL132W', 'YNL207W', 'YNL209W', 'YNL255C', 'YNR051C', 'YNR054C', 'YOR056C', 'YOR310C', 'YOR340C', 'YPR041W', 'YPR072W', 'YPR144C']",RPS7A
YOR097C,7,"['YGL122C', 'YGL245W', 'YLL013C', 'YLR147C', 'YML008C', 'YNL255C', 'YOR159C']",YOR097C
YOR098C,56,"['YAL005C', 'YBL032W', 'YBL079W', 'YBR017C', 'YBR081C', 'YBR111W-A', 'YCR012W', 'YDL116W', 'YDL229W', 'YDR101C', 'YDR159W', 'YDR188W', 'YDR335W', 'YDR395W', 'YER105C', 'YER110C', 'YER165W', 'YGL016W', 'YGL092W', 'YGL122C', 'YGL241W', 'YGR202C', 'YGR218W', 'YHR174W', 'YIL115C', 'YIL149C', 'YJL039C', 'YJL041W', 'YJL061W', 'YJR001W', 'YJR132W', 'YKL057C', 'YKL060C', 'YKL152C', 'YKL186C', 'YKR095W', 'YLL013C', 'YLR113W', 'YLR320W', 'YLR335W', 'YLR347C', 'YLR355C', 'YML103C', 'YMR047C', 'YMR125W', 'YMR129W', 'YMR223W', 'YMR308C', 'YNL189W', 'YNL197C', 'YNL209W', 'YOR160W', 'YOR257W', 'YPL153C', 'YPL169C', 'YPL178W']",NUP1
YOR099W,10,"['YCL037C', 'YFR004W', 'YHR077C', 'YHR181W', 'YJL117W', 'YLR026C', 'YLR320W', 'YNL217W', 'YOL018C', 'YOL132W']",KTR1
YOR100C,7,"['YBL078C', 'YBR195C', 'YDR139C', 'YKR016W', 'YLR096W', 'YMR080C', 'YOR393W']",CRC1
YOR101W,12,"['YAL024C', 'YDR264C', 'YFR014C', 'YGL207W', 'YHL034C', 'YJL187C', 'YLR310C', 'YML028W', 'YNL098C', 'YNL209W', 'YOR101W', 'YPL240C']",RAS1
YOR103C,20,"['YCL037C', 'YCR011C', 'YDL232W', 'YDR406W', 'YEL002C', 'YER019C-A', 'YER087C-B', 'YGL022W', 'YGL247W', 'YJL002C', 'YJL124C', 'YLR378C', 'YML019W', 'YNL209W', 'YOL075C', 'YOR011W', 'YOR085W', 'YOR103C', 'YOR153W', 'YOR328W']",OST2
YOR104W,19,"['YAL026C', 'YBL032W', 'YBR160W', 'YDR264C', 'YER166W', 'YFL047W', 'YGL203C', 'YGR129W', 'YGR229C', 'YJL099W', 'YKL135C', 'YKR027W', 'YLR330W', 'YLR332W', 'YMR010W', 'YMR237W', 'YNL255C', 'YOR104W', 'YOR299W']",PIN2
YOR106W,37,"['YAL005C', 'YAL014C', 'YBL032W', 'YBL050W', 'YBL078C', 'YBR080C', 'YBR131W', 'YBR200W', 'YDL077C', 'YDL192W', 'YDR080W', 'YDR135C', 'YDR468C', 'YEL013W', 'YGL124C', 'YGL212W', 'YGR261C', 'YKL006C-A', 'YKL196C', 'YKR001C', 'YLR043C', 'YLR093C', 'YLR148W', 'YLR240W', 'YLR268W', 'YLR396C', 'YML001W', 'YMR172W', 'YMR183C', 'YMR188C', 'YMR197C', 'YMR231W', 'YOR106W', 'YOR344C', 'YPL045W', 'YPL057C', 'YPL195W']",VAM3
YOR108W,9,"['YBR261C', 'YDL064W', 'YKL126W', 'YLL013C', 'YLR072W', 'YLR221C', 'YNL104C', 'YOR108W', 'YPL020C']",LEU9
YOR109W,22,"['YBL007C', 'YBR260C', 'YCL037C', 'YDR100W', 'YDR388W', 'YFR004W', 'YFR024C-A', 'YGL122C', 'YGL206C', 'YGR218W', 'YHR016C', 'YHR108W', 'YHR114W', 'YIR010W', 'YJL124C', 'YKL135C', 'YLL013C', 'YML057W', 'YMR012W', 'YNL209W', 'YPR029C', 'YPR171W']",INP53
YOR110W,20,"['YAL001C', 'YAL005C', 'YBR089C-A', 'YBR123C', 'YBR160W', 'YCL037C', 'YCR093W', 'YDL140C', 'YDR350C', 'YDR362C', 'YGL122C', 'YGR047C', 'YJL127C', 'YLL013C', 'YMR106C', 'YMR154C', 'YOR020C', 'YPL007C', 'YPL031C', 'YPL117C']",TFC7
YOR111W,11,"['YDL161W', 'YDR515W', 'YFR008W', 'YGL122C', 'YJR039W', 'YJR125C', 'YLR291C', 'YMR021C', 'YNL209W', 'YNL255C', 'YOR111W']",YOR111W
YOR112W,15,"['YBR118W', 'YDL229W', 'YDR335W', 'YDR439W', 'YGR218W', 'YKL049C', 'YKL205W', 'YKL213C', 'YKR048C', 'YLR293C', 'YMR047C', 'YMR235C', 'YNL209W', 'YOR112W', 'YOR270C']",CEX1
YOR115C,21,"['YBR254C', 'YCR020W-B', 'YDR108W', 'YDR246W', 'YDR407C', 'YDR472W', 'YDR515W', 'YEL022W', 'YEL048C', 'YFL038C', 'YGL122C', 'YGR166W', 'YKR068C', 'YML077W', 'YMR218C', 'YNL209W', 'YNL255C', 'YNL272C', 'YOL082W', 'YOR115C', 'YPR181C']",TRS33
YOR116C,57,"['YBL002W', 'YBL003C', 'YBR009C', 'YBR010W', 'YBR088C', 'YBR089C-A', 'YBR154C', 'YCL010C', 'YCR088W', 'YDL042C', 'YDL077C', 'YDL115C', 'YDL150W', 'YDL156W', 'YDR005C', 'YDR045C', 'YDR145W', 'YDR146C', 'YDR224C', 'YDR225W', 'YDR448W', 'YFL023W', 'YFR037C', 'YGL070C', 'YGR246C', 'YGR270W', 'YHL034C', 'YIL031W', 'YIL107C', 'YIL126W', 'YIR010W', 'YJL011C', 'YJL124C', 'YJR072C', 'YKL049C', 'YKL060C', 'YKL144C', 'YKL213C', 'YKR025W', 'YLL013C', 'YMR116C', 'YNL030W', 'YNL031C', 'YNL039W', 'YNL113W', 'YNL151C', 'YNL209W', 'YNL255C', 'YNR003C', 'YOL021C', 'YOR116C', 'YOR207C', 'YOR210W', 'YOR224C', 'YPR110C', 'YPR187W', 'YPR190C']",RPO31
YOR117W,366,"['YAL005C', 'YAL011W', 'YAL038W', 'YAR018C', 'YBL016W', 'YBL030C', 'YBL039C', 'YBL072C', 'YBL076C', 'YBL087C', 'YBL099W', 'YBR025C', 'YBR031W', 'YBR048W', 'YBR088C', 'YBR106W', 'YBR118W', 'YBR121C', 'YBR127C', 'YBR143C', 'YBR148W', 'YBR160W', 'YBR181C', 'YBR189W', 'YBR191W', 'YBR196C', 'YBR208C', 'YBR272C', 'YCL008C', 'YCL010C', 'YCL040W', 'YCR012W', 'YCR031C', 'YDL007W', 'YDL020C', 'YDL022W', 'YDL029W', 'YDL040C', 'YDL055C', 'YDL083C', 'YDL084W', 'YDL097C', 'YDL100C', 'YDL126C', 'YDL131W', 'YDL140C', 'YDL143W', 'YDL147W', 'YDL182W', 'YDL185W', 'YDL192W', 'YDL229W', 'YDR002W', 'YDR006C', 'YDR023W', 'YDR037W', 'YDR050C', 'YDR064W', 'YDR086C', 'YDR091C', 'YDR099W', 'YDR129C', 'YDR155C', 'YDR158W', 'YDR212W', 'YDR214W', 'YDR221W', 'YDR226W', 'YDR227W', 'YDR229W', 'YDR233C', 'YDR258C', 'YDR259C', 'YDR293C', 'YDR295C', 'YDR341C', 'YDR357C', 'YDR363W-A', 'YDR385W', 'YDR388W', 'YDR394W', 'YDR418W', 'YDR427W', 'YDR450W', 'YDR468C', 'YDR486C', 'YDR502C', 'YEL009C', 'YEL034W', 'YEL037C', 'YEL039C', 'YEL046C', 'YEL071W', 'YER012W', 'YER018C', 'YER021W', 'YER025W', 'YER036C', 'YER043C', 'YER052C', 'YER070W', 'YER073W', 'YER081W', 'YER090W', 'YER091C', 'YER093C', 'YER094C', 'YER110C', 'YER120W', 'YER133W', 'YER143W', 'YER148W', 'YER162C', 'YER165W', 'YER177W', 'YER178W', 'YFL005W', 'YFL022C', 'YFL023W', 'YFL037W', 'YFL039C', 'YFL045C', 'YFR004W', 'YFR009W', 'YFR010W', 'YFR050C', 'YFR052W', 'YGL004C', 'YGL008C', 'YGL009C', 'YGL011C', 'YGL025C', 'YGL026C', 'YGL030W', 'YGL048C', 'YGL078C', 'YGL086W', 'YGL112C', 'YGL123W', 'YGL135W', 'YGL137W', 'YGL147C', 'YGL202W', 'YGL207W', 'YGL212W', 'YGL234W', 'YGL253W', 'YGR027C', 'YGR061C', 'YGR085C', 'YGR089W', 'YGR092W', 'YGR094W', 'YGR124W', 'YGR130C', 'YGR135W', 'YGR155W', 'YGR159C', 'YGR185C', 'YGR192C', 'YGR209C', 'YGR211W', 'YGR214W', 'YGR232W', 'YGR234W', 'YGR240C', 'YGR249W', 'YGR252W', 'YGR253C', 'YGR264C', 'YHL001W', 'YHL007C', 'YHL030W', 'YHL033C', 'YHL034C', 'YHR019C', 'YHR020W', 'YHR021C', 'YHR025W', 'YHR027C', 'YHR063C', 'YHR080C', 'YHR128W', 'YHR158C', 'YHR174W', 'YHR183W', 'YHR192W', 'YHR200W', 'YHR203C', 'YIL007C', 'YIL038C', 'YIL053W', 'YIL074C', 'YIL075C', 'YIL078W', 'YIL149C', 'YJL001W', 'YJL008C', 'YJL014W', 'YJL019W', 'YJL026W', 'YJL041W', 'YJL052W', 'YJL088W', 'YJL111W', 'YJL130C', 'YJL138C', 'YJL167W', 'YJL168C', 'YJL179W', 'YJL184W', 'YJL190C', 'YJR007W', 'YJR021C', 'YJR077C', 'YJR094W-A', 'YJR105W', 'YJR109C', 'YJR112W', 'YJR123W', 'YKL049C', 'YKL050C', 'YKL056C', 'YKL060C', 'YKL081W', 'YKL104C', 'YKL120W', 'YKL138C-A', 'YKL142W', 'YKL145W', 'YKL152C', 'YKL179C', 'YKL182W', 'YKL210W', 'YKR043C', 'YKR054C', 'YKR063C', 'YLL018C', 'YLL024C', 'YLL026W', 'YLL039C', 'YLL050C', 'YLR025W', 'YLR029C', 'YLR043C', 'YLR044C', 'YLR048W', 'YLR055C', 'YLR058C', 'YLR060W', 'YLR075W', 'YLR153C', 'YLR180W', 'YLR216C', 'YLR249W', 'YLR293C', 'YLR303W', 'YLR314C', 'YLR320W', 'YLR340W', 'YLR354C', 'YLR355C', 'YLR421C', 'YLR423C', 'YLR432W', 'YLR441C', 'YLR454W', 'YML008C', 'YML022W', 'YML028W', 'YML085C', 'YML092C', 'YML104C', 'YML106W', 'YML126C', 'YMR001C', 'YMR012W', 'YMR054W', 'YMR077C', 'YMR079W', 'YMR116C', 'YMR117C', 'YMR136W', 'YMR172W', 'YMR179W', 'YMR186W', 'YMR202W', 'YMR205C', 'YMR217W', 'YMR219W', 'YMR223W', 'YMR242C', 'YMR276W', 'YMR308C', 'YMR309C', 'YMR314W', 'YNL014W', 'YNL055C', 'YNL064C', 'YNL069C', 'YNL084C', 'YNL135C', 'YNL153C', 'YNL178W', 'YNL209W', 'YNL255C', 'YNL271C', 'YNL288W', 'YNL298W', 'YNL313C', 'YNR043W', 'YOL038W', 'YOL058W', 'YOL059W', 'YOL069W', 'YOL086C', 'YOL100W', 'YOR027W', 'YOR046C', 'YOR069W', 'YOR117W', 'YOR168W', 'YOR195W', 'YOR244W', 'YOR259C', 'YOR261C', 'YOR269W', 'YOR298C-A', 'YOR303W', 'YOR317W', 'YOR324C', 'YOR335C', 'YOR337W', 'YOR340C', 'YOR341W', 'YOR362C', 'YOR375C', 'YPL018W', 'YPL028W', 'YPL031C', 'YPL048W', 'YPL055C', 'YPL061W', 'YPL074W', 'YPL106C', 'YPL131W', 'YPL160W', 'YPL174C', 'YPL198W', 'YPL204W', 'YPL218W', 'YPL226W', 'YPL231W', 'YPL240C', 'YPL248C', 'YPL249C', 'YPR010C', 'YPR035W', 'YPR074C', 'YPR103W', 'YPR108W', 'YPR141C', 'YPR145W', 'YPR163C', 'YPR183W', 'YPR199C']",RPT5
YOR119C,33,"['YBR010W', 'YBR176W', 'YBR247C', 'YDR212W', 'YDR257C', 'YFR028C', 'YFR034C', 'YGL019W', 'YGL120C', 'YGL137W', 'YGL180W', 'YGR068C', 'YGR218W', 'YHR135C', 'YIL035C', 'YIL070C', 'YJL076W', 'YKR021W', 'YLL013C', 'YMR080C', 'YMR165C', 'YMR260C', 'YNL031C', 'YNL207W', 'YOR039W', 'YOR061W', 'YOR119C', 'YOR198C', 'YOR340C', 'YPL012W', 'YPL146C', 'YPR036W', 'YPR082C']",RIO1
YOR120W,4,"['YBR055C', 'YJL153C', 'YKL185W', 'YLL013C']",GCY1
YOR122C,14,"['YBR200W', 'YCL037C', 'YDL160C', 'YDR515W', 'YFL039C', 'YGL122C', 'YHL034C', 'YIL159W', 'YKL188C', 'YLL013C', 'YLL015W', 'YNL138W', 'YNL209W', 'YNL271C']",PFY1
YOR123C,38,"['YAL038W', 'YBR009C', 'YBR010W', 'YBR160W', 'YBR279W', 'YDL156W', 'YDR477W', 'YER012W', 'YFL013C', 'YFR014C', 'YGL008C', 'YGL180W', 'YGL207W', 'YGL244W', 'YHL034C', 'YHR030C', 'YHR082C', 'YHR135C', 'YIL126W', 'YJL164C', 'YJL187C', 'YKL145W', 'YLL013C', 'YLR249W', 'YLR320W', 'YLR418C', 'YML010W', 'YML069W', 'YNL030W', 'YNL031C', 'YNL154C', 'YNL255C', 'YOL063C', 'YOL086C', 'YOL145C', 'YOR123C', 'YPL141C', 'YPR164W']",LEO1
YOR124C,38,"['YAL005C', 'YBL101C', 'YBR082C', 'YBR179C', 'YDL058W', 'YDL077C', 'YDL140C', 'YDL229W', 'YDR113C', 'YDR130C', 'YDR259C', 'YDR293C', 'YER125W', 'YFR010W', 'YGL122C', 'YGR061C', 'YGR268C', 'YHL002W', 'YJL049W', 'YKL020C', 'YKL049C', 'YKL192C', 'YKR094C', 'YLL013C', 'YLL039C', 'YLR167W', 'YLR347C', 'YLR429W', 'YMR048W', 'YMR294W', 'YNL118C', 'YNL189W', 'YNL243W', 'YOL088C', 'YOR138C', 'YOR269W', 'YOR337W', 'YPR030W']",UBP2
YOR125C,16,"['YBL045C', 'YDR204W', 'YDR243C', 'YDR456W', 'YGL122C', 'YGL192W', 'YGR255C', 'YHR076W', 'YJL068C', 'YJL164C', 'YLL013C', 'YLR201C', 'YLR290C', 'YNL209W', 'YOL096C', 'YPR088C']",CAT5
YOR126C,3,"['YCL037C', 'YNL209W', 'YOR126C']",IAH1
YOR127W,29,"['YAL011W', 'YAL047C', 'YBL105C', 'YBR109C', 'YBR160W', 'YDL161W', 'YDL239C', 'YDR186C', 'YDR309C', 'YER021W', 'YER118C', 'YGL106W', 'YGL122C', 'YGR152C', 'YHL034C', 'YHL042W', 'YHR011W', 'YIR010W', 'YJL185C', 'YJR112W', 'YKR054C', 'YLL013C', 'YLR229C', 'YNL298W', 'YOR049C', 'YOR326W', 'YPL055C', 'YPL256C', 'YPR165W']",RGA1
YOR128C,18,"['YBR034C', 'YCR066W', 'YCR067C', 'YDL077C', 'YEL018W', 'YER021W', 'YFR004W', 'YGL122C', 'YGL127C', 'YGL154C', 'YHL034C', 'YKL188C', 'YMR080C', 'YMR236W', 'YNL209W', 'YOR128C', 'YPL147W', 'YPR088C']",ADE2
YOR129C,4,"['YBR200W', 'YNL197C', 'YNL225C', 'YOR094W']",AFI1
YOR132W,25,"['YAL005C', 'YBL078C', 'YDL149W', 'YGL122C', 'YGL198W', 'YGR172C', 'YGR218W', 'YHR012W', 'YIR010W', 'YJL036W', 'YJL053W', 'YJL154C', 'YJL178C', 'YLR208W', 'YLR431C', 'YMR004W', 'YNL093W', 'YNL209W', 'YNL263C', 'YOR034C', 'YOR069W', 'YOR132W', 'YPL120W', 'YPR171W', 'YPR181C']",VPS17
YOR133W,72,"['YAL005C', 'YAL024C', 'YBL039C', 'YBL067C', 'YBL087C', 'YBR009C', 'YBR160W', 'YBR271W', 'YDL055C', 'YDL156W', 'YDL160C', 'YDL171C', 'YDR127W', 'YDR214W', 'YDR328C', 'YDR385W', 'YDR477W', 'YDR510W', 'YEL034W', 'YER012W', 'YER095W', 'YER151C', 'YFL044C', 'YFR004W', 'YFR034C', 'YGR054W', 'YGR187C', 'YGR234W', 'YGR252W', 'YHL011C', 'YHL014C', 'YHL030W', 'YHL034C', 'YHR019C', 'YHR152W', 'YHR169W', 'YHR200W', 'YIL094C', 'YIL103W', 'YIR007W', 'YJL062W-A', 'YJL074C', 'YJL124C', 'YJR129C', 'YKL014C', 'YKL029C', 'YKL049C', 'YKL081W', 'YKR081C', 'YLL013C', 'YLL024C', 'YLL040C', 'YLR153C', 'YLR163C', 'YLR172C', 'YLR180W', 'YLR247C', 'YML124C', 'YMR120C', 'YMR223W', 'YNL002C', 'YNL209W', 'YNL255C', 'YNL313C', 'YNR051C', 'YOL013C', 'YOL098C', 'YOL120C', 'YPL061W', 'YPL235W', 'YPL240C', 'YPR080W']",EFT1
