physical_interaction_id,count,Systematic Name,physical_interaction
YLL032C,8,"['YDL077C', 'YDR510W', 'YER112W', 'YGR218W', 'YHR121W', 'YLR191W', 'YML119W', 'YNL209W']",YLL032C
YLL034C,54,"['YBR010W', 'YBR049C', 'YBR081C', 'YBR158W', 'YCR091W', 'YDL065C', 'YDL077C', 'YDL138W', 'YDR060W', 'YDR412W', 'YDR450W', 'YDR496C', 'YFL002C', 'YFR031C-A', 'YGL048C', 'YGL066W', 'YGL076C', 'YGL111W', 'YGR103W', 'YGR209C', 'YGR218W', 'YGR252W', 'YHL034C', 'YHR052W', 'YIL140W', 'YKR081C', 'YLL034C', 'YLL045C', 'YLR039C', 'YLR043C', 'YLR084C', 'YLR288C', 'YLR309C', 'YLR449W', 'YLR452C', 'YMR142C', 'YMR179W', 'YMR229C', 'YMR242C', 'YNL031C', 'YNL110C', 'YNL209W', 'YNL255C', 'YNL307C', 'YOL077C', 'YOL133W', 'YOL136C', 'YOR063W', 'YOR206W', 'YOR272W', 'YOR341W', 'YPL198W', 'YPL211W', 'YPR010C']",RIX7
YLL035W,5,"['YDL229W', 'YGL246C', 'YKR063C', 'YNL209W', 'YOR272W']",GRC3
YLL036C,130,"['YAL005C', 'YAL032C', 'YBL026W', 'YBR055C', 'YBR065C', 'YBR119W', 'YBR152W', 'YBR188C', 'YBR189W', 'YBR194W', 'YCR031C', 'YCR063W', 'YCR077C', 'YDL014W', 'YDL030W', 'YDL043C', 'YDL056W', 'YDL083C', 'YDL087C', 'YDL098C', 'YDL160C', 'YDL209C', 'YDL229W', 'YDR064W', 'YDR088C', 'YDR163W', 'YDR235W', 'YDR240C', 'YDR334W', 'YDR364C', 'YDR378C', 'YDR416W', 'YDR428C', 'YDR432W', 'YDR450W', 'YDR473C', 'YDR482C', 'YEL026W', 'YER013W', 'YER029C', 'YER111C', 'YER112W', 'YER172C', 'YFL013C', 'YFL017W-A', 'YFR005C', 'YFR050C', 'YGL120C', 'YGL123W', 'YGL128C', 'YGL173C', 'YGL174W', 'YGR013W', 'YGR074W', 'YGR075C', 'YGR091W', 'YGR129W', 'YGR214W', 'YGR218W', 'YGR278W', 'YHL015W', 'YHR086W', 'YHR165C', 'YHR203C', 'YHR216W', 'YIL061C', 'YIR005W', 'YIR009W', 'YJL052W', 'YJL124C', 'YJL203W', 'YJR022W', 'YJR050W', 'YJR123W', 'YKL010C', 'YKL012W', 'YKL095W', 'YKL152C', 'YKL173W', 'YKR086W', 'YLL036C', 'YLR016C', 'YLR117C', 'YLR132C', 'YLR147C', 'YLR182W', 'YLR275W', 'YLR298C', 'YLR323C', 'YLR424W', 'YLR432W', 'YLR438C-A', 'YLR441C', 'YML046W', 'YML049C', 'YML056C', 'YMR036C', 'YMR116C', 'YMR125W', 'YMR213W', 'YMR240C', 'YMR288W', 'YNL007C', 'YNL147W', 'YNL178W', 'YNL245C', 'YNL286W', 'YNL302C', 'YNR011C', 'YOR096W', 'YOR148C', 'YOR159C', 'YOR204W', 'YOR244W', 'YOR290C', 'YOR308C', 'YOR319W', 'YOR369C', 'YPL151C', 'YPL178W', 'YPL213W', 'YPL257W', 'YPR066W', 'YPR080W', 'YPR082C', 'YPR101W', 'YPR134W', 'YPR152C', 'YPR178W', 'YPR182W']",PRP19
YLL039C,152,"['YAR003W', 'YBL002W', 'YBL007C', 'YBL047C', 'YBL057C', 'YBL058W', 'YBR058C', 'YBR082C', 'YBR083W', 'YBR097W', 'YBR111W-A', 'YBR135W', 'YBR198C', 'YBR234C', 'YCL008C', 'YCL010C', 'YCL034W', 'YCR005C', 'YCR066W', 'YCR084C', 'YDL008W', 'YDL013W', 'YDL017W', 'YDL126C', 'YDL145C', 'YDL156W', 'YDL160C', 'YDL161W', 'YDL190C', 'YDL216C', 'YDR012W', 'YDR054C', 'YDR092W', 'YDR113C', 'YDR143C', 'YDR145W', 'YDR177W', 'YDR244W', 'YDR313C', 'YDR320C', 'YDR330W', 'YDR333C', 'YDR358W', 'YDR386W', 'YDR388W', 'YDR419W', 'YDR440W', 'YDR457W', 'YDR477W', 'YEL001C', 'YEL037C', 'YER012W', 'YER021W', 'YER116C', 'YER125W', 'YER143W', 'YER144C', 'YFL009W', 'YFL010C', 'YFL044C', 'YFR004W', 'YFR010W', 'YFR021W', 'YFR022W', 'YGL058W', 'YGL066W', 'YGL087C', 'YGL110C', 'YGL112C', 'YGL122C', 'YGL137W', 'YGL153W', 'YGL181W', 'YGL187C', 'YGR040W', 'YGR135W', 'YGR136W', 'YGR175C', 'YGR206W', 'YGR223C', 'YGR252W', 'YHL002W', 'YHL010C', 'YHR023W', 'YHR027C', 'YHR108W', 'YHR134W', 'YHR165C', 'YHR186C', 'YHR200W', 'YIL030C', 'YIL046W', 'YJL112W', 'YJL151C', 'YJR052W', 'YJR090C', 'YJR099W', 'YKL010C', 'YKL090W', 'YKL145W', 'YKL152C', 'YKL210W', 'YKL213C', 'YKR016W', 'YKR071C', 'YLL024C', 'YLR032W', 'YLR097C', 'YLR128W', 'YLR180W', 'YLR206W', 'YLR247C', 'YLR417W', 'YLR429W', 'YML013W', 'YML088W', 'YML097C', 'YMR022W', 'YMR223W', 'YMR236W', 'YMR276W', 'YMR304W', 'YNL002C', 'YNL064C', 'YNL103W', 'YNL155W', 'YNL209W', 'YNL255C', 'YNL311C', 'YNR006W', 'YOL013C', 'YOL081W', 'YOL087C', 'YOL117W', 'YOL133W', 'YOR018W', 'YOR026W', 'YOR027W', 'YOR042W', 'YOR117W', 'YOR124C', 'YOR269W', 'YOR275C', 'YOR375C', 'YPL009C', 'YPL022W', 'YPL084W', 'YPL169C', 'YPL256C', 'YPR074C', 'YPR152C', 'YPR154W']",UBI4
YLL040C,37,"['YBL078C', 'YBL085W', 'YBR009C', 'YBR010W', 'YBR034C', 'YBR057C', 'YBR109C', 'YDL055C', 'YDL077C', 'YDL147W', 'YDL156W', 'YDL185W', 'YDR104C', 'YFR009W', 'YFR028C', 'YGL122C', 'YGL180W', 'YHL034C', 'YHR105W', 'YIL094C', 'YJL130C', 'YJL164C', 'YKL049C', 'YKL104C', 'YLR180W', 'YML085C', 'YML092C', 'YMR078C', 'YNL002C', 'YNL030W', 'YNL031C', 'YNL271C', 'YOL133W', 'YOR133W', 'YOR181W', 'YOR257W', 'YPR103W']",VPS13
YLL041C,13,"['YBL030C', 'YBR044C', 'YDL120W', 'YDR178W', 'YDR379C-A', 'YDR511W', 'YDR523C', 'YGL122C', 'YHL034C', 'YKL148C', 'YKR016W', 'YLR320W', 'YNL209W']",SDH2
YLL042C,4,"['YBR217W', 'YHR171W', 'YJL124C', 'YLL042C']",ATG10
YLL043W,24,"['YBL032W', 'YBR159W', 'YBR160W', 'YCR021C', 'YDR468C', 'YFR014C', 'YGL180W', 'YGR097W', 'YHL034C', 'YHR079C', 'YHR135C', 'YJL164C', 'YJL187C', 'YJR059W', 'YKL126W', 'YKR103W', 'YKR104W', 'YLL043W', 'YLR113W', 'YLR332W', 'YML016C', 'YMR104C', 'YNL154C', 'YNL155W']",FPS1
YLL045C,70,"['YAL005C', 'YAL035W', 'YAL043C', 'YBR142W', 'YBR160W', 'YCL037C', 'YDL055C', 'YDL077C', 'YDL126C', 'YDL229W', 'YDR060W', 'YDR091C', 'YDR101C', 'YDR496C', 'YDR515W', 'YEL034W', 'YER006W', 'YER025W', 'YER036C', 'YER133W', 'YER151C', 'YFL002C', 'YFR001W', 'YFR004W', 'YFR031C-A', 'YGL099W', 'YGL111W', 'YGL122C', 'YGL246C', 'YGR103W', 'YGR162W', 'YGR218W', 'YGR245C', 'YHL034C', 'YHR027C', 'YHR052W', 'YHR088W', 'YHR167W', 'YHR170W', 'YIL016W', 'YIR010W', 'YJR041C', 'YKL009W', 'YKR081C', 'YLL034C', 'YLR075W', 'YLR145W', 'YLR175W', 'YLR432W', 'YML029W', 'YML065W', 'YMR247C', 'YNL002C', 'YNL061W', 'YNL110C', 'YNL175C', 'YNL209W', 'YNL255C', 'YNR024W', 'YNR051C', 'YNR053C', 'YOL041C', 'YOL077C', 'YOR272W', 'YPL043W', 'YPL211W', 'YPL217C', 'YPR016C', 'YPR143W', 'YPR189W']",RPL8B
YLL048C,25,"['YAL005C', 'YBL032W', 'YBR036C', 'YBR207W', 'YCR061W', 'YDL014W', 'YDL123W', 'YDL156W', 'YDL229W', 'YDR100W', 'YER118C', 'YER121W', 'YGL006W', 'YHL034C', 'YHR007C', 'YJL034W', 'YLL013C', 'YLL024C', 'YLL050C', 'YLR072W', 'YMR106C', 'YMR192W', 'YNL238W', 'YPL012W', 'YPL147W']",YBT1
YLL049W,13,"['YBL032W', 'YBR200W', 'YCL037C', 'YDR106W', 'YDR320C-A', 'YDR515W', 'YHR129C', 'YLL049W', 'YLR423C', 'YMR294W', 'YNL255C', 'YNR069C', 'YPL174C']",LDB18
YLL050C,51,"['YBL067C', 'YBR109C', 'YBR135W', 'YBR159W', 'YBR200W', 'YCL037C', 'YDR135C', 'YDR328C', 'YDR515W', 'YEL037C', 'YER151C', 'YFL008W', 'YFL039C', 'YFL044C', 'YFR004W', 'YFR016C', 'YGL063W', 'YGL122C', 'YGL179C', 'YGL195W', 'YGL241W', 'YGR233C', 'YHR023W', 'YHR027C', 'YHR200W', 'YJL005W', 'YJL124C', 'YJR090C', 'YKR103W', 'YKR104W', 'YLL013C', 'YLL015W', 'YLL048C', 'YLL050C', 'YLR039C', 'YLR059C', 'YLR074C', 'YLR319C', 'YLR429W', 'YML064C', 'YMR059W', 'YMR092C', 'YNL079C', 'YNL094W', 'YNL138W', 'YNL209W', 'YNL271C', 'YOR080W', 'YOR117W', 'YOR181W', 'YPL020C']",COF1
YLL057C,5,"['YGL122C', 'YGL158W', 'YLL057C', 'YLR291C', 'YMR080C']",JLP1
YLL058W,3,"['YLL024C', 'YLL058W', 'YNL209W']",YLL058W
YLL060C,14,"['YBL075C', 'YBR011C', 'YBR109C', 'YGL122C', 'YGR209C', 'YGR218W', 'YHR179W', 'YIL148W', 'YJL052W', 'YLL060C', 'YLR043C', 'YLR429W', 'YMR080C', 'YOR074C']",GTT2
YLL061W,17,"['YAL017W', 'YBR106W', 'YBR110W', 'YBR159W', 'YCR034W', 'YDL212W', 'YDR276C', 'YFL050C', 'YGR277C', 'YGR284C', 'YIL016W', 'YJL163C', 'YJR012C', 'YKL065C', 'YKL219W', 'YLR372W', 'YML048W']",MMP1
YLL062C,6,"['YKR022C', 'YKR095W', 'YNL209W', 'YOL143C', 'YOR064C', 'YOR081C']",MHT1
YLL063C,4,"['YBR279W', 'YLR320W', 'YMR015C', 'YMR080C']",AYT1
YLR001C,4,"['YDL101C', 'YDL229W', 'YGL122C', 'YLL024C']",YLR001C
YLR002C,63,"['YAL025C', 'YBL003C', 'YBL023C', 'YBR060C', 'YBR126C', 'YCL054W', 'YDL025C', 'YDL077C', 'YDL168W', 'YDR060W', 'YDR381W', 'YDR412W', 'YDR510W', 'YER006W', 'YER133W', 'YER151C', 'YER165W', 'YFL002C', 'YFR001W', 'YGL111W', 'YGL201C', 'YGR103W', 'YGR218W', 'YHR052W', 'YHR066W', 'YHR118C', 'YHR197W', 'YIL035C', 'YJR046W', 'YJR110W', 'YKL009W', 'YKL021C', 'YKL172W', 'YKL179C', 'YKR081C', 'YLL004W', 'YLR002C', 'YLR150W', 'YLR175W', 'YLR274W', 'YLR449W', 'YML065W', 'YMR049C', 'YNL002C', 'YNL061W', 'YNL110C', 'YNL182C', 'YNL209W', 'YNL261W', 'YNR046W', 'YOL077C', 'YOR204W', 'YOR206W', 'YOR243C', 'YOR267C', 'YOR272W', 'YOR294W', 'YOR310C', 'YPL078C', 'YPL093W', 'YPL146C', 'YPR010C', 'YPR016C']",NOC3
YLR004C,11,"['YAL005C', 'YBR159W', 'YBR290W', 'YDL229W', 'YGL051W', 'YJR010C-A', 'YLL024C', 'YLR372W', 'YML067C', 'YOR204W', 'YPL076W']",THI73
YLR005W,22,"['YBL084C', 'YBR082C', 'YDL108W', 'YDL140C', 'YDR311W', 'YDR460W', 'YER171W', 'YGL120C', 'YGR005C', 'YGR218W', 'YGR258C', 'YJL127C', 'YKL028W', 'YKR062W', 'YLR005W', 'YLR347C', 'YLR432W', 'YNL135C', 'YNL255C', 'YOL051W', 'YPR025C', 'YPR056W']",SSL1
YLR006C,16,"['YBL032W', 'YBR160W', 'YCR073C', 'YDL013W', 'YDL235C', 'YDR356W', 'YGR218W', 'YHR079C', 'YIL147C', 'YJL128C', 'YLR006C', 'YLR233C', 'YMR022W', 'YNL209W', 'YNL307C', 'YNR031C']",SSK1
YLR007W,11,"['YDL105W', 'YDR288W', 'YEL019C', 'YGR092W', 'YGR218W', 'YHR154W', 'YLL013C', 'YLR383W', 'YNL209W', 'YNL255C', 'YOL034W']",NSE1
YLR008C,20,"['YBL045C', 'YCL037C', 'YDL003W', 'YDR515W', 'YGL122C', 'YGL187C', 'YGR033C', 'YHR005C-A', 'YIL022W', 'YJL104W', 'YJL143W', 'YJR045C', 'YKL195W', 'YLL013C', 'YLR008C', 'YML054C', 'YNL131W', 'YNL328C', 'YNR017W', 'YPL063W']",PAM18
YLR009W,64,"['YAL025C', 'YAL059W', 'YBR010W', 'YBR142W', 'YBR160W', 'YBR267W', 'YCR072C', 'YDL014W', 'YDL077C', 'YDR087C', 'YDR101C', 'YDR145W', 'YDR412W', 'YDR418W', 'YDR496C', 'YEL054C', 'YER002W', 'YER006W', 'YER126C', 'YER151C', 'YFL002C', 'YFR001W', 'YGL099W', 'YGL111W', 'YGL122C', 'YGR103W', 'YGR218W', 'YGR245C', 'YHL033C', 'YHL034C', 'YHR052W', 'YHR066W', 'YHR170W', 'YHR197W', 'YIL096C', 'YJL122W', 'YKL009W', 'YKL021C', 'YKR081C', 'YLR009W', 'YLR074C', 'YLR276C', 'YLR320W', 'YLR387C', 'YLR397C', 'YML065W', 'YML074C', 'YMR049C', 'YMR290C', 'YNL002C', 'YNL031C', 'YNL061W', 'YNL110C', 'YNL246W', 'YNL255C', 'YNR053C', 'YOL006C', 'YOL077C', 'YOR206W', 'YOR252W', 'YOR272W', 'YPL093W', 'YPL178W', 'YPR016C']",RLP24
YLR010C,2,"['YDL220C', 'YDR082W']",TEN1
YLR011W,6,"['YDR515W', 'YJL203W', 'YKL101W', 'YLR011W', 'YLR291C', 'YOR028C']",LOT6
YLR014C,5,"['YFL017W-A', 'YIL156W', 'YLL013C', 'YLR014C', 'YNL164C']",PPR1
YLR015W,17,"['YAR003W', 'YBR175W', 'YBR258C', 'YDL140C', 'YDL229W', 'YDR388W', 'YDR404C', 'YDR469W', 'YGL058W', 'YHR119W', 'YIL095W', 'YKL018W', 'YKL116C', 'YLL013C', 'YLR246W', 'YLR429W', 'YPL138C']",BRE2
YLR016C,12,"['YBL076C', 'YDL028C', 'YGL122C', 'YGL174W', 'YHR152W', 'YIR005W', 'YLL036C', 'YLR086W', 'YMR080C', 'YNL189W', 'YNR011C', 'YPL031C']",PML1
YLR018C,50,"['YAR027W', 'YBL032W', 'YBL079W', 'YBR036C', 'YBR183W', 'YBR290W', 'YCR034W', 'YDL088C', 'YDL116W', 'YDL207W', 'YDL212W', 'YDR159W', 'YDR192C', 'YDR233C', 'YDR331W', 'YER105C', 'YFR002W', 'YGL122C', 'YGR284C', 'YHL042W', 'YHR140W', 'YIL016W', 'YIL115C', 'YIL149C', 'YJL039C', 'YJL041W', 'YJL061W', 'YJL080C', 'YJL117W', 'YJR117W', 'YKL065C', 'YKR095W', 'YLL028W', 'YLR249W', 'YLR347C', 'YLR372W', 'YML031W', 'YML048W', 'YML103C', 'YMR047C', 'YMR129W', 'YMR264W', 'YNL197C', 'YNL279W', 'YPL031C', 'YPL075W', 'YPL169C', 'YPR028W', 'YPR080W', 'YPR088C']",POM34
YLR019W,18,"['YBL032W', 'YBR275C', 'YDL077C', 'YDR342C', 'YDR343C', 'YFR028C', 'YGL019W', 'YIL035C', 'YJL076W', 'YLL010C', 'YLR310C', 'YMR012W', 'YMR205C', 'YMR246W', 'YOR043W', 'YOR061W', 'YOR341W', 'YPR010C']",PSR2
YLR021W,14,"['YBR173C', 'YER012W', 'YGL011C', 'YGL122C', 'YGR135W', 'YGR253C', 'YHR113W', 'YML092C', 'YNL209W', 'YNL255C', 'YOL038W', 'YOR157C', 'YPL144W', 'YPR103W']",IRC25
YLR022C,26,"['YBL003C', 'YCR016W', 'YDL160C', 'YDR174W', 'YDR293C', 'YDR381W', 'YDR385W', 'YER125W', 'YGL120C', 'YGL122C', 'YGR218W', 'YHR082C', 'YJL059W', 'YJL164C', 'YKL056C', 'YKL117W', 'YLR022C', 'YLR150W', 'YLR424W', 'YMR116C', 'YMR229C', 'YNL163C', 'YNL209W', 'YNL255C', 'YOR063W', 'YPL211W']",SDO1
YLR024C,24,"['YAL032C', 'YAL034W-A', 'YDL020C', 'YDL156W', 'YDR051C', 'YDR130C', 'YDR532C', 'YER018C', 'YGL058W', 'YGL093W', 'YHL034C', 'YHR114W', 'YIL144W', 'YIR010W', 'YLL013C', 'YMR049C', 'YMR100W', 'YMR117C', 'YMR125W', 'YMR186W', 'YOL069W', 'YPL018W', 'YPL020C', 'YPL233W']",UBR2
YLR025W,85,"['YAL047C', 'YAR018C', 'YBL078C', 'YBL088C', 'YBR057C', 'YBR097W', 'YBR128C', 'YBR136W', 'YBR160W', 'YCL029C', 'YCR084C', 'YDL072C', 'YDL149W', 'YDR069C', 'YDR295C', 'YDR486C', 'YDR541C', 'YEL005C', 'YER093C', 'YFL023W', 'YGL025C', 'YGL093W', 'YGL122C', 'YGL187C', 'YGR122W', 'YHL030W', 'YHR080C', 'YIL038C', 'YIL109C', 'YJL019W', 'YJL049W', 'YJL110C', 'YJL112W', 'YJL178C', 'YJL184W', 'YJR021C', 'YJR031C', 'YJR112W', 'YJR147W', 'YKL002W', 'YKL041W', 'YKL138C-A', 'YKL179C', 'YKR035W-A', 'YKR054C', 'YLL013C', 'YLR025W', 'YLR026C', 'YLR181C', 'YLR191W', 'YLR208W', 'YLR240W', 'YLR314C', 'YLR320W', 'YLR431C', 'YML030W', 'YML104C', 'YML111W', 'YMR053C', 'YMR076C', 'YMR077C', 'YMR154C', 'YMR198W', 'YNL084C', 'YNL107W', 'YNL182C', 'YNL242W', 'YNL255C', 'YNL265C', 'YOL069W', 'YOR117W', 'YOR223W', 'YOR275C', 'YOR326W', 'YOR344C', 'YPL002C', 'YPL018W', 'YPL084W', 'YPL120W', 'YPL146C', 'YPL232W', 'YPR173C', 'YPR181C', 'YPR185W', 'YPR199C']",SNF7
YLR026C,86,"['YAL007C', 'YAL042W', 'YAR002C-A', 'YBL032W', 'YBL050W', 'YBL075C', 'YBL078C', 'YBR015C', 'YBR080C', 'YBR171W', 'YBR177C', 'YBR199W', 'YBR205W', 'YCL001W', 'YCL008C', 'YCL032W', 'YCL037C', 'YDL018C', 'YDL100C', 'YDL149W', 'YDL192W', 'YDL226C', 'YDR180W', 'YDR189W', 'YDR245W', 'YDR264C', 'YDR414C', 'YDR468C', 'YDR483W', 'YEL036C', 'YER031C', 'YER122C', 'YER157W', 'YFL005W', 'YFL038C', 'YFL048C', 'YGL054C', 'YGL122C', 'YGL167C', 'YGL200C', 'YGL210W', 'YGL223C', 'YGR089W', 'YGR120C', 'YHL031C', 'YHR098C', 'YHR181W', 'YIL004C', 'YIL041W', 'YIL109C', 'YJL178C', 'YJL183W', 'YJR075W', 'YJR147W', 'YKL006C-A', 'YKL079W', 'YKL196C', 'YKR014C', 'YLL013C', 'YLR025W', 'YLR078C', 'YLR093C', 'YLR240W', 'YLR250W', 'YLR268W', 'YLR399C', 'YML012W', 'YML067C', 'YML115C', 'YMR188C', 'YMR197C', 'YMR275C', 'YNL041C', 'YNL044W', 'YNL049C', 'YNL238W', 'YNL263C', 'YNL272C', 'YOR036W', 'YOR099W', 'YOR327C', 'YPL050C', 'YPL120W', 'YPL218W', 'YPR105C', 'YPR181C']",SED5
YLR027C,28,"['YAL019W', 'YBL039C', 'YDL215C', 'YDR385W', 'YER125W', 'YFL010C', 'YFR004W', 'YGL122C', 'YGL227W', 'YHR027C', 'YHR200W', 'YIL030C', 'YIL031W', 'YJL153C', 'YJR009C', 'YJR017C', 'YJR076C', 'YKL012W', 'YKL117W', 'YLR027C', 'YLR314C', 'YLR320W', 'YMR059W', 'YNL209W', 'YNL244C', 'YOL147C', 'YPL004C', 'YPL031C']",AAT2
YLR028C,19,"['YBR228W', 'YCR073W-A', 'YDL229W', 'YDR028C', 'YEL051W', 'YER133W', 'YER177W', 'YFR004W', 'YFR034C', 'YGL122C', 'YGR218W', 'YHL034C', 'YHR200W', 'YIL143C', 'YLR028C', 'YMR120C', 'YNL209W', 'YNR034W', 'YPL004C']",ADE16
YLR030W,6,"['YDR212W', 'YFR014C', 'YGL179C', 'YHR135C', 'YNL307C', 'YPL031C']",YLR030W
YLR031W,29,"['YAL047C', 'YAR018C', 'YBR057C', 'YCL029C', 'YDR016C', 'YDR295C', 'YDR507C', 'YDR532C', 'YER018C', 'YER093C', 'YGL122C', 'YHR120W', 'YIL038C', 'YJL036W', 'YJL112W', 'YJR112W', 'YKL138C-A', 'YKL179C', 'YLR254C', 'YLR315W', 'YMR080C', 'YMR117C', 'YMR124W', 'YNL107W', 'YOL069W', 'YOR344C', 'YOR357C', 'YPL174C', 'YPR199C']",YLR031W
YLR032W,18,"['YBR034C', 'YBR088C', 'YBR186W', 'YCR066W', 'YDL064W', 'YDR087C', 'YDR092W', 'YGL122C', 'YGL127C', 'YHR121W', 'YJL092W', 'YKL054C', 'YLL013C', 'YLL039C', 'YLR032W', 'YML065W', 'YNL209W', 'YOR346W']",RAD5
YLR033W,39,"['YBL003C', 'YBR009C', 'YBR010W', 'YBR089C-A', 'YBR245C', 'YCR020W-B', 'YCR052W', 'YDL156W', 'YDR303C', 'YDR510W', 'YER148W', 'YFR010W', 'YFR037C', 'YGL122C', 'YGR056W', 'YGR270W', 'YGR275W', 'YHR056C', 'YIL126W', 'YIR010W', 'YJL127C', 'YKR008W', 'YLL013C', 'YLR033W', 'YLR182W', 'YLR321C', 'YLR357W', 'YLR410W', 'YML127W', 'YMR033W', 'YMR091C', 'YNL030W', 'YNL031C', 'YOR156C', 'YPL082C', 'YPL117C', 'YPL139C', 'YPL227C', 'YPR034W']",RSC58
YLR034C,13,"['YAL018C', 'YBR106W', 'YBR235W', 'YEL027W', 'YFL062W', 'YGL122C', 'YHR026W', 'YKL065C', 'YLR056W', 'YMR215W', 'YNL197C', 'YPL076W', 'YPL217C']",SMF3
YLR035C,12,"['YCR092C', 'YDR097C', 'YGL122C', 'YGL162W', 'YJL092W', 'YLL013C', 'YLL024C', 'YMR080C', 'YMR167W', 'YOL090W', 'YOR261C', 'YPR034W']",MLH2
YLR036C,2,"['YBL032W', 'YDR479C']",YLR036C
YLR039C,13,"['YBL026W', 'YDL229W', 'YDR137W', 'YGL122C', 'YGR192C', 'YGR209C', 'YHL034C', 'YIL047C', 'YLL013C', 'YLL034C', 'YLL050C', 'YLR262C', 'YOR361C']",RIC1
YLR043C,25,"['YBR080C', 'YBR160W', 'YDR272W', 'YER042W', 'YFR004W', 'YGL122C', 'YGR209C', 'YHR005C-A', 'YHR200W', 'YIL103W', 'YJL033W', 'YKL166C', 'YKL191W', 'YLL034C', 'YLL060C', 'YLR093C', 'YLR109W', 'YLR231C', 'YML028W', 'YML130C', 'YNL209W', 'YOR106W', 'YOR117W', 'YPL020C', 'YPR167C']",TRX1
YLR044C,63,"['YAL024C', 'YAL027W', 'YBL099W', 'YBR069C', 'YBR114W', 'YBR160W', 'YBR170C', 'YBR194W', 'YCL030C', 'YCR077C', 'YDL156W', 'YDL160C', 'YDR135C', 'YDR143C', 'YDR477W', 'YDR510W', 'YER133W', 'YER151C', 'YER179W', 'YFR004W', 'YGL122C', 'YGL233W', 'YHL030W', 'YHL034C', 'YHR027C', 'YHR152W', 'YHR200W', 'YIL033C', 'YIL038C', 'YIL149C', 'YIR010W', 'YJL030W', 'YJL039C', 'YJL124C', 'YJR093C', 'YKL039W', 'YKL049C', 'YKL166C', 'YKR081C', 'YKR095W', 'YKR103W', 'YKR104W', 'YLL006W', 'YLL013C', 'YLL019C', 'YLR044C', 'YLR093C', 'YLR134W', 'YLR241W', 'YML038C', 'YML072C', 'YMR219W', 'YNL002C', 'YNL127W', 'YNL272C', 'YNR051C', 'YOR117W', 'YOR260W', 'YOR270C', 'YPL019C', 'YPL082C', 'YPL190C', 'YPR152C']",PDC1
YLR045C,30,"['YAL047C', 'YBL086C', 'YBR160W', 'YCL029C', 'YDL003W', 'YDL064W', 'YDR188W', 'YDR356W', 'YER016W', 'YFL037W', 'YGL061C', 'YGL216W', 'YGR218W', 'YHL034C', 'YHR172W', 'YIL144W', 'YIL150C', 'YIR010W', 'YJR112W', 'YKR037C', 'YLL013C', 'YLR045C', 'YML085C', 'YML124C', 'YMR001C', 'YMR190C', 'YOL069W', 'YOR269W', 'YPL020C', 'YPL269W']",STU2
YLR046C,5,"['YGL122C', 'YHL006C', 'YLL013C', 'YMR080C', 'YNL255C']",YLR046C
YLR048W,37,"['YBL032W', 'YBR079C', 'YDL055C', 'YDL160C', 'YDR127W', 'YER151C', 'YFR004W', 'YGR218W', 'YHR027C', 'YHR200W', 'YIL094C', 'YIL149C', 'YJR068W', 'YKL145W', 'YKR081C', 'YLL013C', 'YLR180W', 'YLR274W', 'YLR347C', 'YLR410W', 'YLR432W', 'YML065W', 'YMR072W', 'YMR109W', 'YMR219W', 'YNL112W', 'YNL124W', 'YNL207W', 'YNL209W', 'YNL255C', 'YNR051C', 'YOR117W', 'YOR136W', 'YOR217W', 'YPL106C', 'YPR035W', 'YPR129W']",RPS0B
YLR049C,3,"['YAL054C', 'YNL209W', 'YPL161C']",MLO50
YLR052W,34,"['YAL034W-A', 'YAR007C', 'YBL032W', 'YBL099W', 'YBR009C', 'YCL037C', 'YDL002C', 'YDL185W', 'YDL192W', 'YDR190C', 'YDR224C', 'YDR515W', 'YEL044W', 'YER092W', 'YFL013C', 'YFR028C', 'YGL122C', 'YGL150C', 'YGL220W', 'YHL034C', 'YJL081C', 'YJL127C', 'YJR121W', 'YKL104C', 'YKR001C', 'YNL059C', 'YNL197C', 'YNL215W', 'YOR141C', 'YOR189W', 'YOR304W', 'YPL129W', 'YPL218W', 'YPL235W']",IES3
YLR055C,76,"['YBL032W', 'YBR019C', 'YBR081C', 'YBR111W-A', 'YBR198C', 'YCL010C', 'YCL024W', 'YCL037C', 'YCR005C', 'YDL007W', 'YDL077C', 'YDL140C', 'YDL185W', 'YDR145W', 'YDR167W', 'YDR176W', 'YDR188W', 'YDR190C', 'YDR212W', 'YDR216W', 'YDR392W', 'YDR394W', 'YDR403W', 'YDR406W', 'YDR448W', 'YEL051W', 'YER148W', 'YFL016C', 'YFL037W', 'YGL043W', 'YGL066W', 'YGL073W', 'YGL112C', 'YGL158W', 'YGL179C', 'YGR252W', 'YGR274C', 'YHR027C', 'YHR082C', 'YHR099W', 'YIL142W', 'YJL008C', 'YJL014W', 'YJL052W', 'YJL111W', 'YJL187C', 'YJR009C', 'YJR016C', 'YJR064W', 'YKL060C', 'YKL104C', 'YKL181W', 'YKL182W', 'YLL003W', 'YLL013C', 'YLR055C', 'YLR113W', 'YLR355C', 'YMR005W', 'YMR012W', 'YMR186W', 'YMR205C', 'YMR223W', 'YMR236W', 'YMR304W', 'YNL255C', 'YOL039W', 'YOL051W', 'YOL148C', 'YOR117W', 'YOR151C', 'YPL047W', 'YPL082C', 'YPL209C', 'YPL235W', 'YPL254W']",SPT8
