genetic_interaction_id,count,Systematic Name,genetic_interaction
YHR031C,150,"['YAL002W', 'YAL021C', 'YAL024C', 'YBL039C', 'YBL088C', 'YBR010W', 'YBR036C', 'YBR088C', 'YBR136W', 'YBR274W', 'YBR278W', 'YCL016C', 'YCL061C', 'YCR052W', 'YDL013W', 'YDL042C', 'YDL059C', 'YDL064W', 'YDL081C', 'YDL116W', 'YDL126C', 'YDL227C', 'YDR004W', 'YDR075W', 'YDR076W', 'YDR080W', 'YDR097C', 'YDR110W', 'YDR113C', 'YDR121W', 'YDR127W', 'YDR145W', 'YDR148C', 'YDR162C', 'YDR217C', 'YDR224C', 'YDR225W', 'YDR227W', 'YDR363W', 'YDR369C', 'YDR386W', 'YDR432W', 'YDR439W', 'YDR443C', 'YDR510W', 'YDR532C', 'YEL020C', 'YER070W', 'YER075C', 'YER083C', 'YER095W', 'YER157W', 'YER171W', 'YER173W', 'YER177W', 'YGL116W', 'YGL151W', 'YGL163C', 'YGL167C', 'YGL168W', 'YGL175C', 'YGL190C', 'YGR122W', 'YGR185C', 'YGR188C', 'YGR292W', 'YHL007C', 'YHR008C', 'YHR154W', 'YHR164C', 'YHR191C', 'YIL153W', 'YIR002C', 'YIR008C', 'YJL047C', 'YJL092W', 'YJL115W', 'YJR105W', 'YJR113C', 'YKL048C', 'YKL054C', 'YKL113C', 'YKL157W', 'YLL002W', 'YLL019C', 'YLL046C', 'YLR079W', 'YLR103C', 'YLR176C', 'YLR234W', 'YLR268W', 'YLR288C', 'YLR314C', 'YLR315W', 'YLR320W', 'YLR350W', 'YLR383W', 'YLR410W', 'YLR453C', 'YML032C', 'YML058W', 'YML061C', 'YML067C', 'YML097C', 'YML124C', 'YMR028W', 'YMR038C', 'YMR048W', 'YMR065W', 'YMR078C', 'YMR190C', 'YMR198W', 'YMR224C', 'YMR272C', 'YMR284W', 'YNL025C', 'YNL040W', 'YNL102W', 'YNL106C', 'YNL201C', 'YNL250W', 'YNL262W', 'YNL273W', 'YNL312W', 'YNL330C', 'YNR047W', 'YNR052C', 'YOL006C', 'YOL053W', 'YOL056W', 'YOL115W', 'YOR001W', 'YOR026W', 'YOR080W', 'YOR083W', 'YOR089C', 'YOR153W', 'YOR238W', 'YOR241W', 'YPL024W', 'YPL041C', 'YPL042C', 'YPL153C', 'YPL211W', 'YPL254W', 'YPR061C', 'YPR110C', 'YPR120C', 'YPR135W', 'YPR164W']",RRM3
YHR034C,86,"['YAL024C', 'YAL041W', 'YAL042W', 'YBL018C', 'YBL072C', 'YBR057C', 'YBR058C', 'YBR093C', 'YBR167C', 'YBR231C', 'YBR267W', 'YCR002C', 'YCR016W', 'YCR077C', 'YDL014W', 'YDL020C', 'YDL049C', 'YDL150W', 'YDR005C', 'YDR060W', 'YDR153C', 'YDR159W', 'YDR172W', 'YDR190C', 'YDR217C', 'YDR378C', 'YDR432W', 'YDR439W', 'YDR457W', 'YDR532C', 'YEL003W', 'YEL040W', 'YEL050C', 'YEL061C', 'YER025W', 'YER165W', 'YFL001W', 'YFL002C', 'YGL078C', 'YGL087C', 'YGL105W', 'YGR054W', 'YGR099W', 'YGR132C', 'YGR167W', 'YGR184C', 'YHR066W', 'YHR099W', 'YHR167W', 'YHR187W', 'YIR005W', 'YJL069C', 'YJL124C', 'YJR047C', 'YJR141W', 'YKL143W', 'YKL184W', 'YKR092C', 'YLR197W', 'YLR221C', 'YLR233C', 'YLR314C', 'YLR418C', 'YLR438C-A', 'YML095C', 'YMR069W', 'YMR138W', 'YMR190C', 'YMR272C', 'YNL153C', 'YNL175C', 'YNL259C', 'YNL307C', 'YNR021W', 'YOL002C', 'YOL011W', 'YOL041C', 'YOL080C', 'YOL089C', 'YOR001W', 'YOR043W', 'YOR276W', 'YOR310C', 'YOR327C', 'YPL235W', 'YPR143W']",PIH1
YHR035W,7,"['YDL216C', 'YDR108W', 'YDR214W', 'YIL040W', 'YKL033W', 'YNR010W', 'YPL218W']",NEL1
YHR036W,14,"['YBR108W', 'YDL101C', 'YGL172W', 'YGL247W', 'YGR099W', 'YGR119C', 'YGR218W', 'YJL074C', 'YJR066W', 'YJR136C', 'YKL033W', 'YLR418C', 'YMR047C', 'YOR098C']",BRL1
YHR037W,17,"['YBR035C', 'YCR036W', 'YDL067C', 'YDR510W', 'YER133W', 'YGL135W', 'YGR012W', 'YGR157W', 'YKL027W', 'YLL006W', 'YLR142W', 'YMR267W', 'YMR322C', 'YOL089C', 'YOR221C', 'YOR232W', 'YPL268W']",PUT2
YHR038W,25,"['YAL048C', 'YBR132C', 'YDL082W', 'YDL104C', 'YDL224C', 'YDR066C', 'YDR248C', 'YDR336W', 'YGR105W', 'YGR106C', 'YIL084C', 'YJL070C', 'YJL092W', 'YJL160C', 'YJR074W', 'YKL032C', 'YKL214C', 'YKR065C', 'YLR065C', 'YLR114C', 'YLR418C', 'YML028W', 'YOL006C', 'YOR033C', 'YOR083W']",RRF1
YHR039C,22,"['YAL026C', 'YBL005W', 'YBR058C-A', 'YDR179C', 'YDR319C', 'YFL031W', 'YFL033C', 'YGL226C-A', 'YGR060W', 'YGR157W', 'YIL040W', 'YIR005W', 'YJL116C', 'YJL117W', 'YJR073C', 'YKL033W', 'YMR074C', 'YMR296C', 'YNL090W', 'YNL330C', 'YOR083W', 'YOR304W']",MSC7
YHR039C-A,9,"['YDL101C', 'YFL039C', 'YJL053W', 'YKL190W', 'YLR103C', 'YLR262C', 'YMR236W', 'YPL240C', 'YPR036W']",VMA10
YHR041C,268,"['YAL011W', 'YAL013W', 'YAL021C', 'YAL024C', 'YAR002W', 'YAR003W', 'YBL008W', 'YBL103C', 'YBR009C', 'YBR010W', 'YBR024W', 'YBR059C', 'YBR060C', 'YBR082C', 'YBR087W', 'YBR095C', 'YBR105C', 'YBR108W', 'YBR111W-A', 'YBR118W', 'YBR171W', 'YBR175W', 'YBR198C', 'YBR231C', 'YBR289W', 'YCL010C', 'YCR066W', 'YCR077C', 'YDL070W', 'YDL074C', 'YDL115C', 'YDL140C', 'YDL220C', 'YDR005C', 'YDR058C', 'YDR071C', 'YDR108W', 'YDR137W', 'YDR138W', 'YDR156W', 'YDR158W', 'YDR159W', 'YDR167W', 'YDR176W', 'YDR184C', 'YDR200C', 'YDR207C', 'YDR243C', 'YDR245W', 'YDR293C', 'YDR295C', 'YDR331W', 'YDR334W', 'YDR335W', 'YDR359C', 'YDR363W', 'YDR363W-A', 'YDR378C', 'YDR392W', 'YDR397C', 'YDR414C', 'YDR443C', 'YDR448W', 'YDR469W', 'YDR485C', 'YDR531W', 'YEL003W', 'YEL034W', 'YEL036C', 'YEL038W', 'YEL061C', 'YER005W', 'YER022W', 'YER052C', 'YER083C', 'YER111C', 'YER151C', 'YER157W', 'YER159C', 'YER161C', 'YER164W', 'YER173W', 'YFL001W', 'YFR010W', 'YGL019W', 'YGL020C', 'YGL025C', 'YGL043W', 'YGL115W', 'YGL127C', 'YGL151W', 'YGL173C', 'YGL195W', 'YGL213C', 'YGL215W', 'YGL241W', 'YGL244W', 'YGL252C', 'YGL255W', 'YGR012W', 'YGR071C', 'YGR078C', 'YGR105W', 'YGR106C', 'YGR167W', 'YGR183C', 'YGR200C', 'YGR252W', 'YHR013C', 'YHR099W', 'YHR187W', 'YHR200W', 'YHR209W', 'YIL017C', 'YIL040W', 'YIL076W', 'YIL084C', 'YIL128W', 'YJL002C', 'YJL115W', 'YJL124C', 'YJL128C', 'YJL140W', 'YJL168C', 'YJL179W', 'YJL183W', 'YJL213W', 'YJR017C', 'YJR066W', 'YJR070C', 'YJR074W', 'YJR080C', 'YJR104C', 'YKL032C', 'YKL033W', 'YKL053C-A', 'YKL069W', 'YKL074C', 'YKL087C', 'YKL101W', 'YKL109W', 'YKL110C', 'YKL121W', 'YKL168C', 'YKL208W', 'YKL213C', 'YKR018C', 'YKR095W', 'YLL010C', 'YLL023C', 'YLL058W', 'YLR015W', 'YLR024C', 'YLR039C', 'YLR055C', 'YLR059C', 'YLR085C', 'YLR113W', 'YLR114C', 'YLR150W', 'YLR182W', 'YLR188W', 'YLR190W', 'YLR200W', 'YLR260W', 'YLR268W', 'YLR298C', 'YLR314C', 'YLR330W', 'YLR350W', 'YLR384C', 'YLR395C', 'YLR459W', 'YML008C', 'YML028W', 'YML030W', 'YML041C', 'YML071C', 'YML094W', 'YML097C', 'YML098W', 'YML114C', 'YML121W', 'YML128C', 'YMR015C', 'YMR023C', 'YMR028W', 'YMR038C', 'YMR060C', 'YMR115W', 'YMR179W', 'YMR190C', 'YMR227C', 'YMR236W', 'YMR256C', 'YMR263W', 'YMR312W', 'YNL021W', 'YNL025C', 'YNL097C', 'YNL107W', 'YNL147W', 'YNL183C', 'YNL197C', 'YNL199C', 'YNL215W', 'YNL216W', 'YNL218W', 'YNL222W', 'YNL236W', 'YNL246W', 'YNL248C', 'YNL250W', 'YNL253W', 'YNL262W', 'YNL264C', 'YNL267W', 'YNL297C', 'YNL330C', 'YNR004W', 'YNR010W', 'YNR051C', 'YNR052C', 'YOL012C', 'YOL020W', 'YOL051W', 'YOL067C', 'YOL081W', 'YOL090W', 'YOL108C', 'YOL135C', 'YOL148C', 'YOR026W', 'YOR039W', 'YOR046C', 'YOR062C', 'YOR065W', 'YOR070C', 'YOR089C', 'YOR184W', 'YOR189W', 'YOR265W', 'YOR266W', 'YOR290C', 'YOR297C', 'YOR308C', 'YOR311C', 'YOR326W', 'YOR339C', 'YPL016W', 'YPL037C', 'YPL042C', 'YPL055C', 'YPL086C', 'YPL101W', 'YPL113C', 'YPL135W', 'YPL157W', 'YPL226W', 'YPL233W', 'YPL240C', 'YPR023C', 'YPR032W', 'YPR049C', 'YPR057W', 'YPR070W', 'YPR074C', 'YPR135W']",SRB2
YHR042W,35,"['YAL012W', 'YBR126C', 'YCR053W', 'YDR017C', 'YDR074W', 'YDR127W', 'YDR300C', 'YEL024W', 'YER061C', 'YGL038C', 'YGL084C', 'YGL224C', 'YGL225W', 'YGR157W', 'YGR240C', 'YHL007C', 'YHR007C', 'YHR030C', 'YIL043C', 'YIL155C', 'YJL101C', 'YJR065C', 'YJR139C', 'YJR148W', 'YKL217W', 'YLR056W', 'YLR142W', 'YLR372W', 'YML082W', 'YMR293C', 'YNL298W', 'YOL096C', 'YOR109W', 'YOR323C', 'YPL069C']",NCP1
YHR043C,11,"['YAL013W', 'YCR033W', 'YDL140C', 'YER180C-A', 'YGL190C', 'YJR105W', 'YLL043W', 'YLR233C', 'YLR238W', 'YLR314C', 'YOR270C']",DOG2
YHR044C,20,"['YAR014C', 'YAR029W', 'YBR065C', 'YBR294W', 'YCL010C', 'YCL025C', 'YCR033W', 'YDL185W', 'YDL192W', 'YDR399W', 'YFL029C', 'YGL057C', 'YHR075C', 'YJR059W', 'YKL212W', 'YLR233C', 'YNL002C', 'YNL098C', 'YNL259C', 'YOR270C']",DOG1
YHR045W,19,"['YDL135C', 'YDR292C', 'YGL200C', 'YGL226C-A', 'YHR007C', 'YHR079C', 'YJR150C', 'YLR042C', 'YML008C', 'YML125C', 'YMR032W', 'YMR267W', 'YNL197C', 'YNL297C', 'YOR198C', 'YOR285W', 'YPL109C', 'YPL234C', 'YPR085C']",YHR045W
YHR046C,27,"['YAL048C', 'YBR112C', 'YCR053W', 'YDL235C', 'YDR028C', 'YDR287W', 'YDR388W', 'YDR423C', 'YDR477W', 'YEL040W', 'YFL036W', 'YGL084C', 'YGR240C', 'YHR076W', 'YIL084C', 'YJL168C', 'YKL033W-A', 'YKL184W', 'YKL201C', 'YLR027C', 'YLR061W', 'YLR452C', 'YMR186W', 'YMR322C', 'YOL011W', 'YOL156W', 'YPL240C']",INM1
YHR047C,9,"['YBR060C', 'YFL003C', 'YGL003C', 'YGR024C', 'YJR076C', 'YKL198C', 'YKL212W', 'YNL099C', 'YOL112W']",AAP1
YHR050W,27,"['YBL021C', 'YBL058W', 'YBR210W', 'YBR290W', 'YCR075C', 'YDL168W', 'YDR182W', 'YER093C', 'YER157W', 'YFL025C', 'YGL167C', 'YJL166W', 'YJL183W', 'YJR017C', 'YJR059W', 'YJR104C', 'YLL004W', 'YLL031C', 'YLR034C', 'YLR163C', 'YLR314C', 'YMR272C', 'YNL197C', 'YNR032C-A', 'YOL122C', 'YOR070C', 'YOR216C']",SMF2
YHR051W,95,"['YAL012W', 'YBL030C', 'YCL044C', 'YCR024C-A', 'YCR033W', 'YDL040C', 'YDL067C', 'YDL142C', 'YDL184C', 'YDL210W', 'YDR001C', 'YDR092W', 'YDR158W', 'YDR298C', 'YDR403W', 'YDR512C', 'YER090W', 'YER095W', 'YGL009C', 'YGL058W', 'YGL119W', 'YGL184C', 'YGR077C', 'YGR092W', 'YGR112W', 'YGR132C', 'YGR143W', 'YGR157W', 'YGR231C', 'YGR244C', 'YGR292W', 'YHR013C', 'YIL084C', 'YIL098C', 'YJL139C', 'YJL166W', 'YJL167W', 'YJR011C', 'YJR049C', 'YJR059W', 'YJR066W', 'YJR121W', 'YJR137C', 'YJR159W', 'YJR160C', 'YKL041W', 'YKL060C', 'YKL121W', 'YKL132C', 'YKL141W', 'YKL146W', 'YLL012W', 'YLL043W', 'YLR038C', 'YLR050C', 'YLR119W', 'YLR153C', 'YLR193C', 'YLR195C', 'YLR245C', 'YLR266C', 'YLR377C', 'YLR393W', 'YML013W', 'YML081C-A', 'YMR006C', 'YMR011W', 'YMR063W', 'YMR083W', 'YMR089C', 'YMR272C', 'YMR282C', 'YMR296C', 'YNL055C', 'YNL104C', 'YNL129W', 'YNR020C', 'YOL004W', 'YOL030W', 'YOL049W', 'YOL066C', 'YOL081W', 'YOR039W', 'YOR147W', 'YOR205C', 'YOR211C', 'YOR297C', 'YOR335C', 'YPL117C', 'YPL189C-A', 'YPL189W', 'YPR024W', 'YPR030W', 'YPR060C', 'YPR140W']",COX6
YHR053C,3,"['YDR240C', 'YHR086W', 'YJR104C']",CUP1-1
YHR056C,7,"['YDR303C', 'YHR030C', 'YML032C', 'YMR091C', 'YNL021W', 'YNL250W', 'YNL330C']",RSC30
YHR058C,4,"['YER022W', 'YER095W', 'YMR186W', 'YPL240C']",MED6
YHR060W,37,"['YAL013W', 'YAL042W', 'YBR164C', 'YDR126W', 'YDR448W', 'YER083C', 'YGL020C', 'YGL058W', 'YGL116W', 'YGR002C', 'YHR090C', 'YIL126W', 'YJL081C', 'YJR073C', 'YJR117W', 'YKL098W', 'YKL190W', 'YLL040C', 'YLR039C', 'YLR087C', 'YLR262C', 'YLR360W', 'YML008C', 'YML028W', 'YML094W', 'YNL041C', 'YNL251C', 'YNR051C', 'YOL012C', 'YOL081W', 'YOL129W', 'YOR070C', 'YOR244W', 'YPL055C', 'YPL120W', 'YPL240C', 'YPR153W']",VMA22
YHR061C,42,"['YAL024C', 'YAL041W', 'YBL105C', 'YBR112C', 'YBR200W', 'YCR038C', 'YCR084C', 'YDL127W', 'YDL161W', 'YDR293C', 'YDR309C', 'YDR507C', 'YEL034W', 'YER155C', 'YER177W', 'YFL039C', 'YGR014W', 'YGR152C', 'YGR221C', 'YHL007C', 'YHR149C', 'YIL134W', 'YIL135C', 'YIL140W', 'YJR005W', 'YKL092C', 'YKL157W', 'YLR229C', 'YMR001C', 'YNL021W', 'YNL074C', 'YNL271C', 'YNL289W', 'YNL293W', 'YNL298W', 'YNL330C', 'YOL112W', 'YOR026W', 'YOR188W', 'YPL031C', 'YPL256C', 'YPR068C']",GIC1
YHR063C,14,"['YBR035C', 'YDL067C', 'YDR217C', 'YDR529C', 'YER060W', 'YJL101C', 'YJL166W', 'YKL184W', 'YNL037C', 'YNR041C', 'YOR221C', 'YOR241W', 'YPL031C', 'YPR160W']",PAN5
YHR064C,16,"['YBL005W', 'YBR136W', 'YBR267W', 'YDL020C', 'YDL229W', 'YDR457W', 'YGL013C', 'YGR274C', 'YGR285C', 'YKL113C', 'YNL227C', 'YNL293W', 'YOL006C', 'YOL112W', 'YOR128C', 'YPL153C']",SSZ1
YHR065C,4,"['YGR188C', 'YLR113W', 'YNL021W', 'YPL104W']",RRP3
YHR066W,129,"['YAL011W', 'YAL019W', 'YAL040C', 'YBL105C', 'YBR065C', 'YBR123C', 'YBR160W', 'YBR167C', 'YBR231C', 'YBR267W', 'YCR002C', 'YCR033W', 'YCR034W', 'YCR077C', 'YCR081W', 'YDL013W', 'YDL220C', 'YDR035W', 'YDR060W', 'YDR083W', 'YDR087C', 'YDR159W', 'YDR312W', 'YDR334W', 'YDR359C', 'YDR378C', 'YDR469W', 'YDR502C', 'YEL003W', 'YEL018W', 'YEL055C', 'YER002W', 'YER006W', 'YER025W', 'YER111C', 'YER125W', 'YER127W', 'YER167W', 'YFL008W', 'YFL039C', 'YFR009W', 'YGL003C', 'YGL045W', 'YGL049C', 'YGL078C', 'YGL105W', 'YGL173C', 'YGL174W', 'YGL195W', 'YGL256W', 'YGR034W', 'YGR099W', 'YGR119C', 'YGR200C', 'YGR274C', 'YGR292W', 'YHR019C', 'YHR034C', 'YIR005W', 'YIR008C', 'YJL050W', 'YJL092W', 'YJL124C', 'YJL179W', 'YJR007W', 'YJR032W', 'YJR035W', 'YJR074W', 'YJR132W', 'YKL006W', 'YKL018W', 'YKL057C', 'YKL112W', 'YKL144C', 'YKL148C', 'YKL149C', 'YKL213C', 'YKR086W', 'YKR092C', 'YLL006W', 'YLL021W', 'YLR055C', 'YLR192C', 'YLR221C', 'YLR233C', 'YLR314C', 'YLR407W', 'YML041C', 'YMR091C', 'YMR111C', 'YMR116C', 'YMR269W', 'YNL002C', 'YNL061W', 'YNL097C', 'YNL136W', 'YNL147W', 'YNL153C', 'YNL232W', 'YNL248C', 'YNL262W', 'YNR007C', 'YOL006C', 'YOL041C', 'YOL053W', 'YOL080C', 'YOL115W', 'YOL116W', 'YOL145C', 'YOR001W', 'YOR064C', 'YOR136W', 'YOR141C', 'YOR179C', 'YOR212W', 'YOR274W', 'YOR375C', 'YPL008W', 'YPL009C', 'YPL028W', 'YPL042C', 'YPL057C', 'YPL125W', 'YPL129W', 'YPL157W', 'YPL165C', 'YPL235W', 'YPL240C', 'YPR057W']",SSF1
YHR067W,130,"['YAL002W', 'YAL024C', 'YAL044C', 'YBL015W', 'YBL072C', 'YBL105C', 'YBR058C', 'YBR105C', 'YBR227C', 'YBR265W', 'YCL008C', 'YCL048W', 'YCR005C', 'YCR053W', 'YCR090C', 'YCR102C', 'YDL020C', 'YDL065C', 'YDL081C', 'YDL104C', 'YDL119C', 'YDL212W', 'YDL220C', 'YDR021W', 'YDR067C', 'YDR080W', 'YDR092W', 'YDR127W', 'YDR200C', 'YDR226W', 'YDR254W', 'YDR283C', 'YDR485C', 'YDR513W', 'YEL012W', 'YEL038W', 'YER061C', 'YER073W', 'YER083C', 'YER112W', 'YER125W', 'YER178W', 'YFR029W', 'YFR030W', 'YGL020C', 'YGL055W', 'YGL058W', 'YGL071W', 'YGL098W', 'YGL119W', 'YGL148W', 'YGL151W', 'YGL195W', 'YGL235W', 'YGR002C', 'YGR091W', 'YGR092W', 'YGR094W', 'YGR147C', 'YGR208W', 'YGR244C', 'YGR264C', 'YGR286C', 'YHL029C', 'YHR129C', 'YIL017C', 'YIL051C', 'YIL098C', 'YJL130C', 'YJL163C', 'YJL180C', 'YJR054W', 'YJR057W', 'YJR073C', 'YJR113C', 'YJR139C', 'YJR144W', 'YKL006W', 'YKL035W', 'YKL055C', 'YKL216W', 'YKR026C', 'YKR097W', 'YLL043W', 'YLR038C', 'YLR050C', 'YLR056W', 'YLR058C', 'YLR059C', 'YLR233C', 'YLR276C', 'YLR332W', 'YLR361C', 'YLR377C', 'YLR420W', 'YLR424W', 'YLR438C-A', 'YML035C', 'YML094W', 'YMR013C', 'YMR026C', 'YMR083W', 'YMR123W', 'YMR135C', 'YMR296C', 'YNL006W', 'YNL021W', 'YNL032W', 'YNL037C', 'YNL081C', 'YNL230C', 'YNL236W', 'YNL315C', 'YNL330C', 'YNR001C', 'YNR010W', 'YNR033W', 'YNR051C', 'YOL108C', 'YOR095C', 'YOR142W', 'YOR221C', 'YOR236W', 'YOR244W', 'YOR254C', 'YOR388C', 'YPL262W', 'YPR122W', 'YPR128C', 'YPR178W']",HTD2
YHR068W,73,"['YAL012W', 'YBL098W', 'YBR035C', 'YBR041W', 'YBR078W', 'YCL035C', 'YCR053W', 'YCR063W', 'YDL006W', 'YDR058C', 'YDR074W', 'YDR080W', 'YDR312W', 'YDR435C', 'YER052C', 'YER062C', 'YER091C', 'YFL003C', 'YFL010C', 'YFR055W', 'YGL212W', 'YGL227W', 'YGL242C', 'YGR055W', 'YGR058W', 'YGR125W', 'YHR183W', 'YIL097W', 'YJL028W', 'YJL049W', 'YJL095W', 'YJL148W', 'YJL200C', 'YJR075W', 'YJR152W', 'YKL055C', 'YKL171W', 'YKR039W', 'YLR027C', 'YLR048W', 'YLR090W', 'YLR142W', 'YLR200W', 'YLR239C', 'YLR330W', 'YLR335W', 'YLR377C', 'YLR410W', 'YML001W', 'YML037C', 'YMR015C', 'YMR062C', 'YMR116C', 'YMR132C', 'YMR135C', 'YMR159C', 'YMR186W', 'YMR307W', 'YNL037C', 'YNL056W', 'YNR006W', 'YNR007C', 'YOL116W', 'YOL124C', 'YOR003W', 'YOR101W', 'YOR221C', 'YPL148C', 'YPL158C', 'YPL188W', 'YPL213W', 'YPL271W', 'YPR069C']",DYS1
YHR069C,23,"['YDL003W', 'YDL042C', 'YDR083W', 'YDR156W', 'YDR363W-A', 'YDR381W', 'YFL008W', 'YGL086W', 'YGR099W', 'YGR274C', 'YHR167W', 'YIL115C', 'YJL050W', 'YJL140W', 'YJR136C', 'YKL033W', 'YKL057C', 'YLR293C', 'YLR418C', 'YNL097C', 'YNL147W', 'YPL157W', 'YPR085C']",RRP4
YHR071W,7,"['YEL009C', 'YFL023W', 'YFL033C', 'YFR034C', 'YHL007C', 'YLR262C', 'YOL001W']",PCL5
YHR073W,42,"['YCR033W', 'YDL019C', 'YDL029W', 'YDL185W', 'YDR021W', 'YDR160W', 'YDR320C', 'YDR331W', 'YDR432W', 'YER083C', 'YER086W', 'YER120W', 'YER133W', 'YGL173C', 'YGR157W', 'YHR084W', 'YIL090W', 'YIL105C', 'YJR065C', 'YJR073C', 'YKL080W', 'YKL168C', 'YKR048C', 'YKR092C', 'YLR048W', 'YLR078C', 'YLR229C', 'YLR357W', 'YLR423C', 'YML125C', 'YMR028W', 'YMR186W', 'YMR296C', 'YNL169C', 'YNL298W', 'YOR214C', 'YOR244W', 'YPL075W', 'YPL145C', 'YPL203W', 'YPL240C', 'YPR165W']",OSH3
YHR074W,19,"['YBR035C', 'YBR093C', 'YDR017C', 'YDR058C', 'YDR074W', 'YDR127W', 'YGL084C', 'YGR240C', 'YKL216W', 'YLR027C', 'YLR028C', 'YMR062C', 'YMR083W', 'YOL052C', 'YOR099W', 'YOR241W', 'YPL069C', 'YPL148C', 'YPR060C']",QNS1
YHR075C,30,"['YAL016W', 'YBL061C', 'YBR201W', 'YCL024W', 'YCL061C', 'YDL047W', 'YDL235C', 'YDR146C', 'YDR293C', 'YDR356W', 'YDR363W-A', 'YEL061C', 'YGL061C', 'YGL227W', 'YGR109C', 'YHR044C', 'YIL153W', 'YJL168C', 'YJR105W', 'YKL184W', 'YKR082W', 'YML041C', 'YML094W', 'YMR186W', 'YNL312W', 'YOL012C', 'YOR090C', 'YPL031C', 'YPL148C', 'YPL240C']",PPE1
YHR076W,20,"['YBL056W', 'YDL235C', 'YDR248C', 'YER027C', 'YER089C', 'YGL029W', 'YHR025W', 'YHR046C', 'YHR115C', 'YLR193C', 'YMR186W', 'YNL021W', 'YNL064C', 'YNL312W', 'YNL330C', 'YOR090C', 'YOR147W', 'YPL032C', 'YPL116W', 'YPL240C']",PTC7
YHR077C,147,"['YBL007C', 'YBL017C', 'YBL018C', 'YBL035C', 'YBR143C', 'YBR167C', 'YBR211C', 'YBR274W', 'YCL002C', 'YCL031C', 'YCL059C', 'YCR061W', 'YCR063W', 'YDL014W', 'YDL015C', 'YDL028C', 'YDL079C', 'YDL081C', 'YDL102W', 'YDL120W', 'YDL199C', 'YDL220C', 'YDR073W', 'YDR075W', 'YDR082W', 'YDR091C', 'YDR108W', 'YDR137W', 'YDR159W', 'YDR172W', 'YDR179W-A', 'YDR180W', 'YDR183W', 'YDR217C', 'YDR245W', 'YDR292C', 'YDR306C', 'YDR321W', 'YDR338C', 'YDR356W', 'YDR363W', 'YDR439W', 'YDR479C', 'YEL003W', 'YEL012W', 'YER025W', 'YER047C', 'YER048C', 'YER083C', 'YER127W', 'YER157W', 'YER165W', 'YFL003C', 'YGL044C', 'YGL070C', 'YGL071W', 'YGL097W', 'YGL112C', 'YGL130W', 'YGL136C', 'YGL148W', 'YGL169W', 'YGR002C', 'YGR072W', 'YGR105W', 'YGR106C', 'YGR281W', 'YGR292W', 'YHR019C', 'YHR099W', 'YIL009C-A', 'YIL084C', 'YIL090W', 'YIL098C', 'YIL146C', 'YIR023W', 'YJL004C', 'YJL049W', 'YJL089W', 'YJL130C', 'YJL138C', 'YJL165C', 'YJR048W', 'YJR070C', 'YKL004W', 'YKL041W', 'YKL069W', 'YKL143W', 'YKR059W', 'YKR062W', 'YKR082W', 'YLL003W', 'YLR039C', 'YLR200W', 'YLR205C', 'YLR233C', 'YLR262C', 'YLR268W', 'YLR316C', 'YLR318W', 'YLR324W', 'YML103C', 'YML125C', 'YMR034C', 'YMR080C', 'YMR094W', 'YMR132C', 'YMR148W', 'YMR149W', 'YMR205C', 'YMR236W', 'YMR284W', 'YNL006W', 'YNL102W', 'YNL110C', 'YNL130C', 'YNL134C', 'YNL216W', 'YNL244C', 'YNL248C', 'YNR007C', 'YNR010W', 'YOL001W', 'YOL067C', 'YOL077C', 'YOL116W', 'YOL130W', 'YOL155C', 'YOL158C', 'YOL159C', 'YOR001W', 'YOR086C', 'YOR087W', 'YOR089C', 'YOR142W', 'YOR196C', 'YOR249C', 'YOR361C', 'YPL008W', 'YPL009C', 'YPL105C', 'YPL125W', 'YPL183W-A', 'YPL219W', 'YPL262W', 'YPR057W', 'YPR089W']",NMD2
YHR078W,43,"['YAL007C', 'YAL011W', 'YAL019W', 'YAR002C-A', 'YBR171W', 'YBR229C', 'YBR231C', 'YBR245C', 'YCL001W', 'YCR067C', 'YDL100C', 'YDL192W', 'YDR310C', 'YDR414C', 'YDR485C', 'YEL036C', 'YER140W', 'YGL020C', 'YGL167C', 'YGR202C', 'YGR284C', 'YHR004C', 'YJL029C', 'YJL034W', 'YJL123C', 'YJL183W', 'YJR075W', 'YJR118C', 'YLR039C', 'YLR085C', 'YLR262C', 'YML041C', 'YML128C', 'YMR292W', 'YOL012C', 'YOL031C', 'YOL111C', 'YOR035C', 'YOR154W', 'YOR164C', 'YOR216C', 'YPL065W', 'YPL158C']",YHR078W
