genetic_interaction_id,count,Systematic Name,genetic_interaction
YHR079C,251,"['YAL023C', 'YAL058W', 'YAR002C-A', 'YAR003W', 'YBL040C', 'YBL050W', 'YBL082C', 'YBL103C', 'YBR004C', 'YBR018C', 'YBR041W', 'YBR058C', 'YBR058C-A', 'YBR070C', 'YBR106W', 'YBR138C', 'YBR162W-A', 'YBR164C', 'YBR171W', 'YBR175W', 'YBR201W', 'YBR229C', 'YBR265W', 'YBR267W', 'YCL001W', 'YCL043C', 'YCL045C', 'YCL051W', 'YCR009C', 'YCR044C', 'YDL015C', 'YDL020C', 'YDL055C', 'YDL095W', 'YDL126C', 'YDL192W', 'YDL195W', 'YDL230W', 'YDR017C', 'YDR043C', 'YDR057W', 'YDR122W', 'YDR123C', 'YDR144C', 'YDR159W', 'YDR174W', 'YDR189W', 'YDR207C', 'YDR232W', 'YDR293C', 'YDR297W', 'YDR300C', 'YDR303C', 'YDR331W', 'YDR372C', 'YDR389W', 'YDR414C', 'YDR434W', 'YDR443C', 'YDR477W', 'YEL002C', 'YEL003W', 'YEL031W', 'YER031C', 'YER083C', 'YER092W', 'YER122C', 'YER151C', 'YFL025C', 'YFL031W', 'YFR010W', 'YFR019W', 'YFR041C', 'YFR051C', 'YGL001C', 'YGL022W', 'YGL027C', 'YGL054C', 'YGL073W', 'YGL084C', 'YGL115W', 'YGL126W', 'YGL133W', 'YGL137W', 'YGL200C', 'YGL212W', 'YGL226C-A', 'YGL228W', 'YGL244W', 'YGR038W', 'YGR078C', 'YGR092W', 'YGR099W', 'YGR157W', 'YGR170W', 'YGR175C', 'YGR177C', 'YGR188C', 'YGR200C', 'YGR216C', 'YGR227W', 'YGR240C', 'YGR284C', 'YHL007C', 'YHL048W', 'YHR030C', 'YHR045W', 'YHR101C', 'YHR110W', 'YHR115C', 'YHR119W', 'YHR123W', 'YIL047C', 'YIL068C', 'YIL076W', 'YIL090W', 'YIL109C', 'YIL128W', 'YIR022W', 'YIR033W', 'YJL002C', 'YJL034W', 'YJL062W', 'YJL091C', 'YJL095W', 'YJL157C', 'YJL183W', 'YJL212C', 'YJR010C-A', 'YJR032W', 'YJR060W', 'YJR065C', 'YJR073C', 'YJR117W', 'YJR118C', 'YJR143C', 'YKL020C', 'YKL041W', 'YKL062W', 'YKL072W', 'YKL073W', 'YKL074C', 'YKL117W', 'YKL160W', 'YKL184W', 'YKL190W', 'YKL204W', 'YKL206C', 'YKL213C', 'YLR024C', 'YLR027C', 'YLR056W', 'YLR064W', 'YLR087C', 'YLR104W', 'YLR113W', 'YLR207W', 'YLR208W', 'YLR242C', 'YLR246W', 'YLR250W', 'YLR266C', 'YLR268W', 'YLR350W', 'YLR361C', 'YLR372W', 'YLR399C', 'YLR459W', 'YML008C', 'YML012W', 'YML013W', 'YML055W', 'YML067C', 'YML075C', 'YML123C', 'YML125C', 'YML130C', 'YMR013C', 'YMR022W', 'YMR079W', 'YMR119W', 'YMR149W', 'YMR186W', 'YMR201C', 'YMR202W', 'YMR214W', 'YMR264W', 'YMR296C', 'YMR307W', 'YNL008C', 'YNL025C', 'YNL064C', 'YNL079C', 'YNL080C', 'YNL087W', 'YNL097C', 'YNL159C', 'YNL169C', 'YNL199C', 'YNL216W', 'YNL219C', 'YNL236W', 'YNL258C', 'YNL270C', 'YNL294C', 'YNL312W', 'YNR010W', 'YNR026C', 'YNR030W', 'YNR051C', 'YOL001W', 'YOL012C', 'YOL013C', 'YOL031C', 'YOL081W', 'YOL086C', 'YOL108C', 'YOR002W', 'YOR067C', 'YOR069W', 'YOR075W', 'YOR085W', 'YOR103C', 'YOR117W', 'YOR141C', 'YOR149C', 'YOR154W', 'YOR165W', 'YOR198C', 'YOR244W', 'YOR254C', 'YOR270C', 'YOR304W', 'YOR311C', 'YPL010W', 'YPL042C', 'YPL051W', 'YPL085W', 'YPL094C', 'YPL096C-A', 'YPL140C', 'YPL175W', 'YPL218W', 'YPL227C', 'YPL234C', 'YPL240C', 'YPR052C', 'YPR065W', 'YPR178W', 'YPR181C', 'YPR183W']",IRE1
YHR079C-A,6,"['YBR198C', 'YBR272C', 'YEL060C', 'YGL162W', 'YHL022C', 'YHR167W']",SAE3
YHR081W,241,"['YAL002W', 'YAL056W', 'YAR002W', 'YBL005W', 'YBL018C', 'YBL021C', 'YBL061C', 'YBL072C', 'YBL079W', 'YBL089W', 'YBR009C', 'YBR011C', 'YBR029C', 'YBR080C', 'YBR088C', 'YBR111W-A', 'YBR135W', 'YBR167C', 'YBR252W', 'YBR267W', 'YBR279W', 'YBR289W', 'YDL002C', 'YDL014W', 'YDL033C', 'YDL042C', 'YDL103C', 'YDL134C', 'YDL168W', 'YDL190C', 'YDL220C', 'YDL235C', 'YDR005C', 'YDR060W', 'YDR083W', 'YDR087C', 'YDR091C', 'YDR121W', 'YDR145W', 'YDR156W', 'YDR159W', 'YDR162C', 'YDR165W', 'YDR172W', 'YDR207C', 'YDR235W', 'YDR245W', 'YDR293C', 'YDR312W', 'YDR324C', 'YDR378C', 'YDR432W', 'YDR439W', 'YDR448W', 'YDR457W', 'YDR477W', 'YDR478W', 'YDR496C', 'YDR505C', 'YEL003W', 'YEL018W', 'YEL036C', 'YEL055C', 'YEL070W', 'YER023W', 'YER037W', 'YER083C', 'YER089C', 'YER111C', 'YER127W', 'YER168C', 'YFL001W', 'YFL023W', 'YFL024C', 'YFL039C', 'YFR052W', 'YGL009C', 'YGL044C', 'YGL064C', 'YGL105W', 'YGL136C', 'YGL173C', 'YGL174W', 'YGL211W', 'YGR005C', 'YGR009C', 'YGR027C', 'YGR078C', 'YGR081C', 'YGR099W', 'YGR103W', 'YGR119C', 'YGR188C', 'YGR274C', 'YGR276C', 'YGR278W', 'YHR019C', 'YHR070W', 'YHR090C', 'YHR129C', 'YHR167W', 'YHR191C', 'YIL021W', 'YIL040W', 'YIL072W', 'YIL076W', 'YIL134W', 'YIR005W', 'YIR023W', 'YJL004C', 'YJL044C', 'YJL050W', 'YJL062W', 'YJL073W', 'YJL095W', 'YJL122W', 'YJL139C', 'YJL148W', 'YJL164C', 'YJL179W', 'YJL183W', 'YJR032W', 'YJR041C', 'YJR073C', 'YJR074W', 'YJR132W', 'YKL021C', 'YKL057C', 'YKL069W', 'YKL099C', 'YKL103C', 'YKL143W', 'YKL148C', 'YKL161C', 'YKL171W', 'YKL198C', 'YKL205W', 'YKL213C', 'YKR060W', 'YKR067W', 'YKR077W', 'YKR082W', 'YKR086W', 'YKR095W', 'YKR097W', 'YLL008W', 'YLR003C', 'YLR022C', 'YLR039C', 'YLR085C', 'YLR087C', 'YLR107W', 'YLR147C', 'YLR182W', 'YLR188W', 'YLR196W', 'YLR200W', 'YLR221C', 'YLR262C', 'YLR275W', 'YLR298C', 'YLR373C', 'YLR435W', 'YLR438C-A', 'YML008C', 'YML021C', 'YML062C', 'YML094W', 'YML103C', 'YML124C', 'YML127W', 'YML128C', 'YMR039C', 'YMR060C', 'YMR061W', 'YMR075W', 'YMR116C', 'YMR186W', 'YMR213W', 'YMR232W', 'YMR233W', 'YMR272C', 'YNL072W', 'YNL113W', 'YNL128W', 'YNL136W', 'YNL139C', 'YNL147W', 'YNL153C', 'YNL175C', 'YNL197C', 'YNL222W', 'YNL232W', 'YNL298W', 'YNL299W', 'YNL312W', 'YNR004W', 'YNR022C', 'YNR024W', 'YNR051C', 'YNR054C', 'YOL004W', 'YOL006C', 'YOL023W', 'YOL072W', 'YOL081W', 'YOL094C', 'YOL098C', 'YOL115W', 'YOR001W', 'YOR004W', 'YOR026W', 'YOR046C', 'YOR069W', 'YOR073W', 'YOR077W', 'YOR078W', 'YOR089C', 'YOR141C', 'YOR206W', 'YOR294W', 'YOR335C', 'YOR340C', 'YOR358W', 'YPL005W', 'YPL029W', 'YPL101W', 'YPL109C', 'YPL151C', 'YPL157W', 'YPL178W', 'YPL211W', 'YPL240C', 'YPR016C', 'YPR031W', 'YPR047W', 'YPR057W', 'YPR066W', 'YPR143W', 'YPR145W', 'YPR189W']",LRP1
YHR082C,112,"['YBL078C', 'YBR129C', 'YBR135W', 'YBR160W', 'YBR236C', 'YBR238C', 'YCL042W', 'YCL061C', 'YCR009C', 'YCR028C-A', 'YCR033W', 'YDL013W', 'YDL020C', 'YDL029W', 'YDL101C', 'YDL224C', 'YDR071C', 'YDR108W', 'YDR158W', 'YDR189W', 'YDR205W', 'YDR207C', 'YDR276C', 'YDR283C', 'YDR286C', 'YDR293C', 'YDR316W', 'YDR363W-A', 'YDR375C', 'YDR388W', 'YDR392W', 'YDR432W', 'YDR469W', 'YDR488C', 'YEL013W', 'YEL036C', 'YEL051W', 'YER151C', 'YFL001W', 'YFL023W', 'YFL029C', 'YFR009W', 'YGL097W', 'YGL130W', 'YGL151W', 'YGL180W', 'YGL190C', 'YGL195W', 'YGR089W', 'YGR135W', 'YGR181W', 'YGR183C', 'YGR229C', 'YGR262C', 'YHL023C', 'YHR030C', 'YHR090C', 'YHR115C', 'YHR116W', 'YHR119W', 'YHR206W', 'YIL040W', 'YIL098C', 'YIL154C', 'YIL159W', 'YIR005W', 'YJR074W', 'YJR104C', 'YKL093W', 'YKL109W', 'YKL176C', 'YKR026C', 'YKR028W', 'YKR037C', 'YKR043C', 'YKR062W', 'YLR015W', 'YLR021W', 'YLR119W', 'YLR150W', 'YLR162W', 'YLR265C', 'YLR357W', 'YLR393W', 'YLR418C', 'YML107C', 'YML112W', 'YMR023C', 'YMR060C', 'YNL068C', 'YNL098C', 'YNL136W', 'YNL183C', 'YNL312W', 'YNL330C', 'YOL004W', 'YOL018C', 'YOL081W', 'YOR014W', 'YOR038C', 'YOR058C', 'YOR065W', 'YOR068C', 'YOR124C', 'YOR266W', 'YPL069C', 'YPL144W', 'YPL157W', 'YPR024W', 'YPR057W', 'YPR068C', 'YPR110C']",KSP1
YHR083W,25,"['YAL010C', 'YBR103W', 'YDR289C', 'YDR382W', 'YDR395W', 'YDR471W', 'YDR493W', 'YER089C', 'YGR181W', 'YJR139C', 'YLL015W', 'YMR060C', 'YMR135C', 'YNL141W', 'YNR010W', 'YNR041C', 'YOL009C', 'YOR179C', 'YOR266W', 'YOR270C', 'YOR275C', 'YOR293W', 'YPL041C', 'YPL174C', 'YPR141C']",SAM35
YHR084W,58,"['YBL016W', 'YBR083W', 'YBR140C', 'YCL055W', 'YCR039C', 'YCR093W', 'YDL159W', 'YDL160C', 'YDR103W', 'YDR213W', 'YDR264C', 'YER003C', 'YER118C', 'YER149C', 'YFL026W', 'YGL038C', 'YGL190C', 'YGR014W', 'YGR040W', 'YGR214W', 'YHL007C', 'YHR005C', 'YHR073W', 'YHR084W', 'YIL033C', 'YIL049W', 'YIR019C', 'YJL128C', 'YJL157C', 'YJR086W', 'YJR143C', 'YKL043W', 'YKL048C', 'YKL149C', 'YKL166C', 'YKL185W', 'YKR031C', 'YKR101W', 'YLL021W', 'YLR113W', 'YLR228C', 'YLR353W', 'YLR362W', 'YMR164C', 'YMR186W', 'YMR238W', 'YNL079C', 'YNL098C', 'YNL138W', 'YNL197C', 'YNL271C', 'YOR030W', 'YOR043W', 'YOR140W', 'YOR212W', 'YOR276W', 'YPL049C', 'YPL240C']",STE12
YHR086W,49,"['Q0045', 'Q0105', 'YBR119W', 'YBR186W', 'YBR211C', 'YCR033W', 'YDL043C', 'YDL074C', 'YDL185W', 'YDR172W', 'YDR240C', 'YDR243C', 'YDR429C', 'YDR432W', 'YEL003W', 'YEL018W', 'YER083C', 'YER112W', 'YGL174W', 'YGL251C', 'YGR093W', 'YGR140W', 'YHR014W', 'YHR053C', 'YHR196W', 'YIL133C', 'YIR005W', 'YJR021C', 'YKL074C', 'YKL173W', 'YKR008W', 'YKR092C', 'YLR116W', 'YLR298C', 'YMR080C', 'YMR125W', 'YNL187W', 'YNL197C', 'YNL236W', 'YNR026C', 'YOR038C', 'YOR254C', 'YOR308C', 'YPL157W', 'YPL178W', 'YPL213W', 'YPR041W', 'YPR057W', 'YPR101W']",NAM8
YHR087W,66,"['YAL065C', 'YAR002W', 'YBL027W', 'YBL081W', 'YBR284W', 'YDL002C', 'YDL101C', 'YDL220C', 'YDR080W', 'YDR156W', 'YDR200C', 'YDR276C', 'YDR432W', 'YFR011C', 'YGL057C', 'YGL081W', 'YGL115W', 'YGL151W', 'YGR077C', 'YGR092W', 'YGR159C', 'YGR183C', 'YHR121W', 'YHR129C', 'YIL033C', 'YIL040W', 'YIL065C', 'YIL079C', 'YIR005W', 'YIR023W', 'YJL057C', 'YJL092W', 'YJL101C', 'YJL208C', 'YKL033W', 'YKL109W', 'YKL120W', 'YKL197C', 'YKL214C', 'YKR029C', 'YKR099W', 'YLR114C', 'YLR315W', 'YLR388W', 'YLR421C', 'YLR433C', 'YML106W', 'YMR029C', 'YMR060C', 'YMR186W', 'YMR190C', 'YNL052W', 'YNL064C', 'YNL197C', 'YOL084W', 'YOL139C', 'YOR035C', 'YOR065W', 'YOR350C', 'YPL041C', 'YPL055C', 'YPL066W', 'YPL158C', 'YPL240C', 'YPL256C', 'YPR131C']",RTC3
YHR088W,27,"['YAR029W', 'YBR080C', 'YBR142W', 'YCR009C', 'YDL077C', 'YDR080W', 'YDR126W', 'YDR170C', 'YFL007W', 'YGL049C', 'YGL233W', 'YGR034W', 'YGR099W', 'YJL036W', 'YJR136C', 'YKL172W', 'YKR054C', 'YLL049W', 'YLR325C', 'YLR357W', 'YMR154C', 'YNL021W', 'YOR097C', 'YOR196C', 'YOR270C', 'YPL125W', 'YPR085C']",RPF1
YHR089C,5,"['YDR083W', 'YGL171W', 'YHR030C', 'YNL021W', 'YOR119C']",GAR1
YHR090C,269,"['YAL009W', 'YAL011W', 'YAL021C', 'YAL024C', 'YAL026C', 'YAL030W', 'YAL035W', 'YAL048C', 'YAR002W', 'YAR003W', 'YAR066W', 'YBL006C', 'YBL009W', 'YBL052C', 'YBL093C', 'YBL099W', 'YBR010W', 'YBR026C', 'YBR059C', 'YBR081C', 'YBR082C', 'YBR103W', 'YBR127C', 'YBR168W', 'YBR172C', 'YBR175W', 'YBR231C', 'YBR243C', 'YBR245C', 'YBR265W', 'YCL008C', 'YCL010C', 'YCL016C', 'YCL032W', 'YCL037C', 'YCR033W', 'YCR077C', 'YCR081W', 'YCR094W', 'YDL006W', 'YDL008W', 'YDL013W', 'YDL020C', 'YDL040C', 'YDL042C', 'YDL074C', 'YDL100C', 'YDL164C', 'YDL185W', 'YDL210W', 'YDL225W', 'YDL232W', 'YDR074W', 'YDR092W', 'YDR099W', 'YDR137W', 'YDR162C', 'YDR164C', 'YDR176W', 'YDR181C', 'YDR195W', 'YDR200C', 'YDR225W', 'YDR227W', 'YDR245W', 'YDR260C', 'YDR265W', 'YDR295C', 'YDR323C', 'YDR329C', 'YDR334W', 'YDR359C', 'YDR363W', 'YDR369C', 'YDR378C', 'YDR389W', 'YDR392W', 'YDR443C', 'YDR448W', 'YDR469W', 'YDR477W', 'YDR485C', 'YDR503C', 'YEL018W', 'YEL031W', 'YEL056W', 'YER016W', 'YER095W', 'YER111C', 'YER116C', 'YER155C', 'YER177W', 'YFL010C', 'YFL012W', 'YFL024C', 'YFL039C', 'YFL040W', 'YFR010W', 'YFR036W', 'YGL003C', 'YGL005C', 'YGL020C', 'YGL038C', 'YGL058W', 'YGL066W', 'YGL087C', 'YGL095C', 'YGL116W', 'YGL130W', 'YGL153W', 'YGL168W', 'YGL174W', 'YGL233W', 'YGL244W', 'YGR002C', 'YGR020C', 'YGR056W', 'YGR077C', 'YGR133W', 'YGR200C', 'YGR229C', 'YGR252W', 'YGR270W', 'YGR276C', 'YHL025W', 'YHR025W', 'YHR030C', 'YHR060W', 'YHR081W', 'YHR082C', 'YHR092C', 'YHR166C', 'YHR207C', 'YIL008W', 'YIL010W', 'YJL004C', 'YJL006C', 'YJL029C', 'YJL030W', 'YJL081C', 'YJL115W', 'YJL124C', 'YJL127C', 'YJL168C', 'YJL204C', 'YJR032W', 'YJR057W', 'YJR060W', 'YJR076C', 'YKL002W', 'YKL041W', 'YKL054C', 'YKL110C', 'YKL139W', 'YKL160W', 'YKL193C', 'YLL002W', 'YLR015W', 'YLR027C', 'YLR032W', 'YLR055C', 'YLR061W', 'YLR078C', 'YLR079W', 'YLR085C', 'YLR087C', 'YLR127C', 'YLR148W', 'YLR153C', 'YLR182W', 'YLR191W', 'YLR384C', 'YLR387C', 'YLR394W', 'YLR396C', 'YLR399C', 'YLR417W', 'YLR418C', 'YLR442C', 'YLR447C', 'YML018C', 'YML041C', 'YML071C', 'YML088W', 'YML102W', 'YML112W', 'YML115C', 'YML128C', 'YMR077C', 'YMR078C', 'YMR125W', 'YMR127C', 'YMR138W', 'YMR165C', 'YMR231W', 'YMR263W', 'YMR268C', 'YMR284W', 'YMR312W', 'YNL021W', 'YNL025C', 'YNL041C', 'YNL051W', 'YNL055C', 'YNL058C', 'YNL076W', 'YNL079C', 'YNL084C', 'YNL097C', 'YNL107W', 'YNL136W', 'YNL172W', 'YNL236W', 'YNL238W', 'YNL250W', 'YNL298W', 'YNL322C', 'YNL329C', 'YNL330C', 'YNR016C', 'YNR051C', 'YNR052C', 'YOL004W', 'YOL006C', 'YOL012C', 'YOL070C', 'YOL076W', 'YOL115W', 'YOL148C', 'YOR001W', 'YOR008C', 'YOR025W', 'YOR039W', 'YOR064C', 'YOR073W', 'YOR080W', 'YOR089C', 'YOR123C', 'YOR213C', 'YOR216C', 'YOR244W', 'YOR261C', 'YOR304W', 'YOR322C', 'YOR332W', 'YOR349W', 'YOR355W', 'YPL002C', 'YPL042C', 'YPL055C', 'YPL059W', 'YPL067C', 'YPL086C', 'YPL101W', 'YPL116W', 'YPL120W', 'YPL129W', 'YPL138C', 'YPL145C', 'YPL181W', 'YPL193W', 'YPL226W', 'YPL241C', 'YPL254W', 'YPL268W', 'YPR023C', 'YPR057W', 'YPR163C', 'YPR179C']",YNG2
YHR091C,5,"['YGR135W', 'YJL030W', 'YMR058W', 'YNL330C', 'YOR244W']",MSR1
YHR092C,20,"['YDL194W', 'YDR277C', 'YDR342C', 'YDR343C', 'YDR345C', 'YEL036C', 'YGR122W', 'YGR157W', 'YHR090C', 'YHR094C', 'YHR096C', 'YJL183W', 'YJR011C', 'YJR090C', 'YJR139C', 'YMR011W', 'YMR186W', 'YNL251C', 'YOL156W', 'YPL240C']",HXT4
YHR094C,48,"['YAL019W', 'YBL019W', 'YBL045C', 'YBL078C', 'YBR036C', 'YBR125C', 'YBR221C', 'YBR267W', 'YDL194W', 'YDR014W', 'YDR074W', 'YDR277C', 'YDR342C', 'YDR343C', 'YDR345C', 'YDR477W', 'YDR502C', 'YDR520C', 'YER020W', 'YGR124W', 'YHR092C', 'YHR096C', 'YJL129C', 'YJR080C', 'YJR090C', 'YKR050W', 'YLR043C', 'YLR081W', 'YLR237W', 'YML048W', 'YMR006C', 'YMR008C', 'YMR011W', 'YMR116C', 'YMR132C', 'YMR226C', 'YMR282C', 'YNL330C', 'YNR041C', 'YOL004W', 'YOL008W', 'YOL061W', 'YOL065C', 'YOL108C', 'YOR108W', 'YOR125C', 'YPL091W', 'YPR122W']",HXT1
YHR096C,16,"['YBR270C', 'YDR105C', 'YDR342C', 'YDR343C', 'YDR345C', 'YDR432W', 'YGR240C', 'YHR092C', 'YHR094C', 'YKL218C', 'YKR036C', 'YMR011W', 'YMR068W', 'YMR210W', 'YNL086W', 'YNL097C']",HXT5
YHR098C,7,"['YDL195W', 'YIL109C', 'YLR208W', 'YNR026C', 'YNR051C', 'YPL085W', 'YPR181C']",SFB3
YHR099W,134,"['YAL010C', 'YAL011W', 'YBL078C', 'YBR026C', 'YBR034C', 'YBR043C', 'YBR131W', 'YBR200W', 'YCL010C', 'YDL002C', 'YDL020C', 'YDL180W', 'YDR049W', 'YDR074W', 'YDR080W', 'YDR108W', 'YDR127W', 'YDR148C', 'YDR150W', 'YDR162C', 'YDR176W', 'YDR245W', 'YDR334W', 'YDR359C', 'YDR392W', 'YDR448W', 'YDR463W', 'YDR477W', 'YDR485C', 'YDR497C', 'YEL060C', 'YER016W', 'YER111C', 'YER151C', 'YFR010W', 'YGL005C', 'YGL020C', 'YGL023C', 'YGL066W', 'YGL115W', 'YGL124C', 'YGL148W', 'YGL167C', 'YGL212W', 'YGL219C', 'YGR072W', 'YGR099W', 'YGR208W', 'YGR229C', 'YGR252W', 'YHR021C', 'YHR034C', 'YHR041C', 'YHR077C', 'YHR099W', 'YJL029C', 'YJR066W', 'YJR136C', 'YKL055C', 'YKL190W', 'YKL213C', 'YKR001C', 'YKR007W', 'YKR035W-A', 'YKR072C', 'YLL019C', 'YLL039C', 'YLR039C', 'YLR055C', 'YLR056W', 'YLR085C', 'YLR087C', 'YLR110C', 'YLR192C', 'YLR239C', 'YLR262C', 'YLR268W', 'YLR274W', 'YLR360W', 'YLR371W', 'YLR410W', 'YLR418C', 'YLR436C', 'YML001W', 'YML013W', 'YML032C', 'YML041C', 'YML071C', 'YML107C', 'YML121W', 'YML128C', 'YMR080C', 'YMR216C', 'YMR223W', 'YMR269W', 'YMR304W', 'YNL016W', 'YNL021W', 'YNL041C', 'YNL051W', 'YNL064C', 'YNL079C', 'YNL080C', 'YNL091W', 'YNL136W', 'YNL199C', 'YNL288W', 'YNL297C', 'YNL307C', 'YNL322C', 'YNR010W', 'YOL012C', 'YOL018C', 'YOL148C', 'YOR001W', 'YOR039W', 'YOR068C', 'YOR070C', 'YOR106W', 'YOR123C', 'YOR132W', 'YOR184W', 'YOR196C', 'YOR216C', 'YOR290C', 'YPL047W', 'YPL069C', 'YPL106C', 'YPL161C', 'YPL179W', 'YPL226W', 'YPL254W', 'YPR023C', 'YPR141C']",TRA1
YHR100C,43,"['YAL024C', 'YAL048C', 'YDL040C', 'YGL071W', 'YGL219C', 'YGR046W', 'YGR132C', 'YHR013C', 'YKL040C', 'YKL053C-A', 'YKL093W', 'YKL117W', 'YKL212W', 'YKR016W', 'YLL001W', 'YLR091W', 'YLR133W', 'YLR168C', 'YLR193C', 'YLR372W', 'YMR115W', 'YMR123W', 'YMR221C', 'YMR267W', 'YMR302C', 'YNL037C', 'YNL055C', 'YNL100W', 'YNL156C', 'YNL169C', 'YOL009C', 'YOL012C', 'YOL018C', 'YOL027C', 'YOL081W', 'YOR049C', 'YOR297C', 'YPL057C', 'YPL099C', 'YPL103C', 'YPR024W', 'YPR125W', 'YPR140W']",GEP4
YHR101C,66,"['YAL058W', 'YBR015C', 'YBR171W', 'YBR229C', 'YCL001W', 'YDR057W', 'YDR137W', 'YDR302W', 'YDR389W', 'YDR414C', 'YDR434W', 'YEL031W', 'YEL042W', 'YER005W', 'YER083C', 'YFL025C', 'YFL031W', 'YFR051C', 'YGL012W', 'YGL027C', 'YGL054C', 'YGL084C', 'YGL167C', 'YGL203C', 'YGL226C-A', 'YGR166W', 'YHR079C', 'YJL062W', 'YJL123C', 'YJL139C', 'YJL183W', 'YJR073C', 'YJR075W', 'YJR117W', 'YKL041W', 'YKL190W', 'YKL212W', 'YKR001C', 'YLR039C', 'YLR087C', 'YLR110C', 'YLR207W', 'YLR268W', 'YLR371W', 'YML019W', 'YML055W', 'YMR022W', 'YMR123W', 'YMR200W', 'YMR214W', 'YMR238W', 'YMR307W', 'YNL238W', 'YNL322C', 'YNL323W', 'YNR006W', 'YOL013C', 'YOL018C', 'YOR002W', 'YOR067C', 'YOR070C', 'YOR085W', 'YOR154W', 'YOR216C', 'YOR336W', 'YPL227C']",BIG1
YHR102W,15,"['YDR169C', 'YDR293C', 'YFL034C-B', 'YGR218W', 'YIL118W', 'YJL174W', 'YKL189W', 'YLR131C', 'YLR342W', 'YNL053W', 'YNL098C', 'YNL161W', 'YNL322C', 'YOR257W', 'YPR159W']",KIC1
YHR103W,21,"['YAR029W', 'YDL029W', 'YDR146C', 'YDR321W', 'YDR351W', 'YGR274C', 'YGR281W', 'YHR030C', 'YIL155C', 'YJL095W', 'YJR017C', 'YJR065C', 'YJR073C', 'YKL048C', 'YKL184W', 'YNL090W', 'YNL298W', 'YOR061W', 'YOR087W', 'YOR233W', 'YPL158C']",SBE22
YHR104W,114,"['YBL088C', 'YBR018C', 'YBR019C', 'YBR053C', 'YBR149W', 'YBR158W', 'YBR218C', 'YBR225W', 'YCR036W', 'YDL022W', 'YDL106C', 'YDL170W', 'YDL184C', 'YDR368W', 'YDR529C', 'YFR022W', 'YGL014W', 'YGL141W', 'YGL147C', 'YGL197W', 'YGL262W', 'YGR026W', 'YGR037C', 'YGR038W', 'YGR066C', 'YGR087C', 'YGR097W', 'YGR153W', 'YGR181W', 'YGR250C', 'YGR279C', 'YGR282C', 'YHR030C', 'YJL095W', 'YJL168C', 'YJR048W', 'YKL067W', 'YKR039W', 'YLR429W', 'YLR437C', 'YLR443W', 'YLR448W', 'YLR450W', 'YML004C', 'YML016C', 'YML018C', 'YML060W', 'YML066C', 'YML068W', 'YML072C', 'YML081C-A', 'YML095C', 'YML123C', 'YMR002W', 'YMR015C', 'YMR034C', 'YMR035W', 'YMR042W', 'YMR053C', 'YMR058W', 'YMR080C', 'YMR110C', 'YMR123W', 'YMR124W', 'YMR133W', 'YMR143W', 'YMR144W', 'YMR157C', 'YMR164C', 'YMR169C', 'YMR182C', 'YMR186W', 'YMR189W', 'YMR190C', 'YMR202W', 'YNR034W', 'YNR044W', 'YNR047W', 'YNR052C', 'YNR059W', 'YNR060W', 'YOL009C', 'YOL013C', 'YOL029C', 'YOL044W', 'YOL049W', 'YOL056W', 'YOL059W', 'YOL098C', 'YOL103W', 'YOL119C', 'YOL126C', 'YOR027W', 'YOR094W', 'YOR120W', 'YOR128C', 'YOR144C', 'YOR156C', 'YOR186W', 'YOR268C', 'YOR271C', 'YOR298C-A', 'YPL022W', 'YPL066W', 'YPL148C', 'YPL159C', 'YPL240C', 'YPL245W', 'YPR013C', 'YPR054W', 'YPR057W', 'YPR073C', 'YPR114W', 'YPR185W']",GRE3
YHR106W,21,"['YBL064C', 'YCR083W', 'YDL115C', 'YDR232W', 'YDR353W', 'YDR512C', 'YGL009C', 'YGL119W', 'YGR274C', 'YJL101C', 'YJR016C', 'YJR017C', 'YLR038C', 'YLR201C', 'YMR006C', 'YMR202W', 'YNL002C', 'YNL003C', 'YNL262W', 'YOR197W', 'YPL091W']",TRR2
